SpecimenID,Family,Genus,Species
15504,Sapotaceae,Autranella,congolensis(DeWild)
15506,Moraceae,Chlorophora,excelsa (Welv.)
15507,Sapotaceae,Imbricaria,maxima
15508,Sapotaceae,Sideroxylon,grandiflorum A.
15509,Ebenaceae,Diospyros,tesselaria
15510,Burseraceae,Canarium,colophania
15511,Myrtaceae,Psiloxylon,mauritianum
15512,Oleaceae,Noronhia,broomeana
15513,Celastraceae,Elaeodendron,orientale
15514,Flacourtiaceae,Ludia,sessiliflora
15515,Apocynaceae,Tabernaemontana,mauritiana
15516,Oleaceae,Olea,chrysophylla
15517,Flacourtiaceae,Neumannia,theaeformis
15518,Monimiaceae,Tambourissa,quadrifida
15519,Lauraceae,Ocotea,cupularis
15520,Erythroxylaceae,Erythroxylum,laurifolium
15521,Ebenaceae,Diospyros,malanida
15522,Loganiaceae,Nuxia,verticillata
15523,Myrtaceae,Eugenia,cymasa
15525,Meliaceae,Quivisia,mauritiana
15526,Flacourtiaceae,Erythrospermum,amplifolium
15527,Euphorbiaceae,Mallotus,integrifolius
15528,Moraceae,Ficus,sp.
15529,Euphorbiaceae,Securinega,durissima
15530,Myrtaceae,Eugenia,cotinifolia
15532,Sapindaceae,Doratoxylon,mauritianum
15535,Sapindaceae,Cupania,laevis
15537,Rubiaceae,Gaertnera,vaginata
15538,Combretaceae,Terminalia,mauritiana
15539,Borraginaceae,Cordia,alba (Jacq.)
15540,Leguminosae-mim,Pithecobium,insigne
15541,Steruliaceae,Guazuma,ulmifolia
15542,Leguminosae-mim,Acacia,farnesiana (L.)
15543,Leguminosae-mim,Cojoba,arborea (L.)
15544,Euphorbiaceae,Phyllanthus,conami
15545,Piperaceae,Pioer,tuberculatum
15546,Rubiaceae,Calycophyllum,candidissimum (Vahl)
15548,Apocynaceae,Tabernaemontana,citrifolia
15549,Solanaceae,Solanum,erianthum D.
15550,Lauraceae,Nectandra,sp.
15551,Leguminosae-papil,Lonchocarpus,hondurensis
15552,Ulmaceae,Trema,micrantha
15553,Boraginaceae,Cordia,nitida
15554,Sterculiaceae,Guazuma,ulmifolia
15555,Scrophulariaceae,Halleria,lucida
15556,Araliaceae,Cussonia,spicata
15557,Rubiaceae,Plectronia,ciliata
15558,Rubiaceae,Pavetta,sp.
15559,Solanaceae,Lycium,acutifolium
15560,Rhamnaceae,Zizphus,mucronata
15561,Loganiaceae,Chilianthus,arboreus (L.f.)
15562,Scrophulariaceae,Anastrabe,integerrima E.
15563,Myrsinaceae,Maesa,rufescens A.
15564,Myrtaceae,Syzygium,cordatum
15565,Icacinaceae,Apodytes,dimidiata E.
15566,Rubiaceae,Burchellia,bubalina (L.f.)
15567,Celastraceae,Gymnosporia,pedunculata (Sond.)
15568,Loganiaceae,Buddleia,salvifolia
15569,Apocynaceae,Carissa,grandiflora
15571,Greyiaceae,Greyia,Sutherlandii
15572,Leguminosae-caes,Schotia,brachypetala
15573,Capparidaceae,Maerua,rosmarinifolia
15574,Leguminosae-mim,Acacia,caffra
15575,Sapindaceae,Pappea,capensis
15576,Apocynaceae,Carissa,sp.
15577,Podocarpaceae,Podocarpus,guatemalensis
15578,Monimiaceae,Mollinedia,guatemalensis
15579,Meliaceae,Guarea,glabra
15580,Euphorbiaceae,Groton,pyramidalis Donn.
15581,Rubiacaea,Morinda,panamensis
15582,Polygonaceae,Coccoloba,acuminata
15583,Rubiaceae,Paychotria,sp.
15584,Myrsinaceae,Ardisia,sp.
15585,Euphorbiaceae,Acalypha,macrostachya
15586,Euphorbiaceae,Acalypha,diversifolia
15587,Leguminosae-papil,Platymiscium,dimorphandrum Donn.
15588,Rutaceae,Zanthoxylum,Kellermanii P.
15589,Euphorbiaceae,Acalypha,villosa
15590,Leguminosae-papil,Platymiscium,dimorphandrum Donn.
15591,Leguminosae-mim,Inga ,Indet.
15592,Meliaceae,Guarea,sp.
15593,Piperaceae,Piper,gracillimum
15594,Bombacaceae,Bernoullia,flammea
15595,Piperaceae,Piper,triumphale
15596,Apocynaceae,Tabernaemontana,citrifolia
15597,Burseraceae,Bursera,Simaruba (Jacq.)
15598,Solanaceae,Solanum,sp.
15599,Solanaceae,Solanum,nudum
15600,Anacardiaceae,Astronium,graveolens
15601,Leguminosae-caes,Cynometra,retusa
15602,Leguminose-papil,Platymiscium,sp.
15603,Tiliaceae,Heliocarpus,Donnell-Smithii
15604,Myrsinaceae,Ardisia,compressa
15605,Sapotaceae,Mastichodendron,Capiri
15606,Meliaceae,Trichilia,breviflora
15607,Leguminosae-papil,Platymiscium,dimorphandrum
15608,Apocynaceae,Tabernaemontana,citrifolia
15609,Myristicaceae,Compsoneura,Sprucei (A.DC.)
15610,Ulmaceae,Ampelocera,Hottlei
15611,Leguminosae-papil,Machaerium,
15612,Combretaceae,Terminalia,Hayesii
15613,Tiliaceae,Luehea,Seemannii
15614,Solanaceae,Capsicum,macrophyllum(H.B.K.)
15615,Indet.,Indet.,Indet.
15616,Indet.,Indet.,Indet.
15617,Indet.,Indet.,Indet.
15618,Solanaceae,Cestrum,panamense
15619,Leguminosae-papil,Machaerium,Indet.
15620,Indet.,Indet.,Indet.
15621,Tiliaceae,Luehea,Seemannii
15622,Rubiaceae,Hamelia,patens
15623,Rubiaceae,Zanthoxylum,sp.
15624,Moraceae,Ficus,radula
15625,Leguminosae-caes,Schizolobium,parahybum (Vell.)
15626,Leguminosae-mim,Albizzia,adinocephala
15627,Bombacaceae,Ceiba,pentandra (L.)
15628,Bombacaceae,Quararibea,Fieldii
15629,Anacardiaceae,Spondias,Mombin
15630,Solanaceae,Cyphomandra,mollicella
15631,Leguminosae-mim,Cejoba,tenella
15632,Indet.,Indet.,Indet.
15633,Apocynaceae,Tabernaaemontana,citrifolia
15634,Leguminosae-Papil.,Andira,inermis
15635,Rhamnaceae ,Indet.,Indet.
15636,Flacourtiaceae,Hasseltia dioica,(Benth.)
15637,Sapotaceae,Syzygiopsis,sp.
15637,Indet.,Indet.,Indet.
15638,Missing,Missing,Missing
15639,Myristicaceae,Virola,Indet.
15640,Indet.,Indet.,Indet.
15641,Burseraceae,Protium,copal
15642,Leguminosae-Caes.,Dialium,guianense
15643,Elaeocarpaceae,Muntinia,calabura
15644,Elaeocarpaceae,Dicraspidia,Donnell-Smithii
15645,Solacaceae,Solanum,verbascifolium
15646,Rubiaceae,Hamelia,patens
15647,Melastomataceae,Mouriri,myrtilloides
15648,Guttiferae,Symphonia,globulifera
15649,Combretaceae,Terminalia,Hayesii
15650,Anonaceae,Anona,scleroderma
15651,Flacourtiaceae,Lunania,piperoides
15652,Leguminosae-mim,Platymiscium,dimorphandrum
15653,Lauraceae,Ocotea,cernua (Nees)
15654,Bignoniaceae,Tabebuia,sp.
15655,Lauraceae,Nectandra,globosa (Aubl.)
15656,Moraceae,Brodimum,Alicastrum
15657,Leguminosae-Papil.,Andira,inermis
15658,Leguminosae-papil,Lonchocarpus,sp.
15659,Borraginaceae,Cordia,Gerascanthus
15660,Moraceae,Brosimum,Lactescens (S.Moore)
15661,Rubiaceae,Calycophyllum,candidissimum
15662,Polygonaceae,Coccoloba,Tuerckheimii
15663,Moraceae,Brosimum,Alicsetrum
15664,Leguminosae-mim,Platymiscium,dimophandrum
15665,Leguminosae-papil,Dalbergia,tucurensis
15666,Myrsinaceae,Parathesis,serrulata
15667,Tiliaceae,Luehea,Seemannii
15668,Lauraceae,Nectandra,globosa
15669,Ulmaceae,Ampelocera,hottlei
15670,Guttiferae,Calophyllum,brasiliense
15671,Brunelliaceae,Brunellia,sp.
15672,Lacistemataceae,Lacistema,aggregatum
15673,Rubiaceae ,Indet.,Indet.
15674,Boraginaceae,Cordia,alliodora
15675,Meliaceae,Swietenia,macrophylla
15676,Meliaceae,Cedrela,odorata
15677,Anacardiaceae,Dracontomelum,mangiforum
15678,Anacardiaceae,Dracontomelum,sp.
15679,Anacardiaceae,Spondias,cytherea
15680,Apocynaceae,Alstonia,scholaris
15681,Burseraceae,Canarium,mehenbethene
15682,Myrtaceae,Eucalyptus,Indet.
15683,Combretaceae,Terminalia,sp.
15684,Dipterocarpaceae,Vatica,papuana
15685,Elaeocarpaceae,Elaeocarpus,schlechterianus
15686,Flacourtiaceae,Homalium,foetidum
15687,Lauraceae,Cinnamomum,sp.
15688,Leguminosae-Mim.,Albizia,fulva
15689,Leguminosae-Caes.,Kingiodendron,sp.
15690,Meliaceae,Dysoxylum,fissum
15691,Moraceae,Ficus,sp.
15692,Myrtaceae,Eugenia,syzygium
15693,Myrtaceae,Eugenia,syzygium
15694,Lecythidaceae,Planchonia,timorensis
15695,Rutaceae,Flindersia,macrocarpa
15696,Sapotaceae,Burchella (Illipe),Poolei
15697,Sapotaceae,Sideroxylon,sp.
15698,Sterculiaceae,Heritiera,littoralis
15699,Ulmaceae,Celtis,nymanni
15700,Verbenaceae,Gmelina,sessilis
15701,Araucariaceae,Araucaria,cunninghamii
15702,Podocarpaceae,Phyllocladus,hypophylla
15703,Elaeocarpaceae,Sloanea,pulchra
15704,Vacciniaceae,Agapetes,moorhousiana
15705,Fagaceae,Quercus,junghuhnii
15706,Fagaceae,Quercus,lamponga
15707,Fagaceae,Quercus,spicata
15708,Guttiferae,Calophyllum,sp.
15709,Leguminosae-Caes.,Intsia,bijuga
15710,Leguminosae-Papil.,Pterocarpus,indicus
15711,Myrtaceae,Eugenia,sp.
15712,Polygonaceae,Muehlenbeckia,platyclada
15713,Sapindaceae,Pometia,pinnata
15714,Escalloniaceae,Kania,eugenoides
15715,Ulmaceae,Celtis,sp.
15716,Verbenaceae,Vitex,cofassus
15717,Himantandraceae,Himantandra,belgraveana
15718,Himantandraceae,Himantandra,belgraveana
15719,Podocarpaceae,Dacrydium,elatum
15720,Podocarpaceae,Dacrydium,falciforme
15721,Podocarpaceae,Phyllocladus,hypophylla
15722,Podocarpaceae,Podocarpus,amara
15723,Podocarpaceae,Podocarpus,sp.
15724,Euphorbiaceae,Baloghia,lucida
15725,Oleaceae,Olea,apetalata
15726,Celastraceae,Elaeodendron,curtipendulum
15727,Rutaceae,Zanthoxylum,blackburniana
15728,Myoporaceae,Myoporum,obscurum
15729,Santalaceae,Exocarpus,phyllanthoides
15730,Araucariaceae,Araucaria,excelsa
15731,Urticaceae,Neraudia,melastomaefolia
15732,Verbenaceae,Tectona,grandis
15733,Leguminosae-Papil.,Dalbergia,sp.
15734,Leguminosae-Papil.,Platymiscium,sp.
15735,Ebenaceae,Maba,cooperi
15736,Sterculiaceae,Tarrietia,utilis
15737,Sapindaceae,Placodiscus,pseudostipularis
15738,Euphorbiaceae,Drypetes,ovata
15739,Leguminosae-Mim.,Piptadeniastrum,africanum
15740,Humiriaceae,Sacoglottis,gabonensis
15741,Euphorbiaceae,Uapaca,guineensis
15742,Euphorbiaceae,Protomegabaria,stapfiana
15743,Rhizophoraceae,Anopyxis,ealeansis
15744,Euphorbiaceae,Oldfieldia,africana
15745,Guttiferae,Ochrocarpos,africana
15746,Olacaceae,Strombosia,pustulata
15747,Myristicaceae,Pycnanthus,angolensis
15748,Rubiaceae,Mitragyna,Stipulosa
15749,Sterculiaceae,Cola,lateritia
15750,Guttiferae,Pentadesma,butyraceae
15751,Leguminosae-Caes.,Erythrophleum,suaveolens
15752,Burseraceae,Canarium,schweinfurtii
15753,Annonaceae,Enantia,chlorantha
15754,Apocynaceae,Funtumia,africana
15755,Annonaceae,Pachypodanthium,staudtii
15756,Ochnaceae,Lophira,alata
15757,Olacaceae,Coula,edulis
15758,Leguminosae-Papil.,Calpocalyx,brevibracteatus
15759,Sterculiaceae,Cola,lateritia
15760,Apocynaceae,Conopharyngia,durissima
15761,Leguminosae-Caes.,Macrolobium,macrophyllum
15762,Euphorbiaceae,Necepsia,afzelii
15763,Annonaceae,Polyalthia,oliveri
15764,Missing,Missing,Missing
15765,Verbenaceae,Vitex,oxycuspis
15766,Annonaceae,Xylopia,quintasii
15767,Annonaceae,Stenanthera,yalensis
15768,Leguminosae-Mim.,Parkia,bicolor
15769,Annonaceae,Xylopia,staudtii
15770,Leguminosae-Caes.,Kaoue,stapfiana
15771,Anacardiaceae,Trichoscypha,arborea
15772,Flacourtiaceae,Scottellia,coriacea
15773,Rubiaceae,Sarcocephalus,esculentus
15774,Moraceae,Chlorophora,excelsa
15775,Olacaceae,Octoknema,borealis
15776,Simarubaceae,Indet.,Indet.
15777,Scytopetalaceae,Scytopetalum,tieghemii
15778,Leguminosae-Caes.,Swartzia,sp.
15779,Ebenaceae,Diospyros,sanza-minika
15780,Guttiferae,Garcinia,mannii
15781,Euphorbiaceae,Drypetes,ovata
15782,Lauraceae,Beilschmiedia,mannii
15783,Flacourtiaceae,Caloncoba,sp.
15784,Ebenaceae,Diospyros,kamerunensis
15785,Flacourtiaceae,Caloncoba,brevipes
15786,Combretaceae,Strephonema,pseudocola
15787,Sapotaceae,Omphalocarpum,elatum
15788,Leguminosae-Caes.,Macrolobium,heudelotii
15789,Indet.,Indet.,Indet.
15790,Guttiferae,Allanblackia,parviflora
15791,Meliaceae,Carapa,procera
15792,Leguminosae-Mimo.,Pentaclethra,macrophylla
15793,Chrysobalanaceae,Parinari,kerstingii
15794,Leguminosae-Caes.,Afzelia,bracteata
15795,Burseraceae,Santiria,trimera
15796,Leguminosae-Caes.,Amphimas,pterocarpoides
15797,Leguminosae-Caes.,Macrolobium,macrophyllum
15798,Annonaceae,Monodora,brevipes
15799,Moraceae,Musanga,smithii
15800,Sterculiaceae,Cola,buntingii
15801,Guttiferae,Vismia,leonensis
15802,Sterculiaceae,Cola,lateritia
15803,Chrysobalanaceae,Parinari,sp.
15804,Combretaceae,Terminalia,superba
15805,Leguminosae-Caes.,Daniella,thurifera
15806,Leguminosae-,Indet.,Indet.
15808,Sapotaceae,Mimusops,clitandifolium
15809,Simaroubaceae,Klainedoxa,gabonensis
15810,Leguminosae-Caes.,Detarium,senegalense
15811,Chrysobalanaceae,Parinari,excelsa
15812,Meliaceae,Trichilia,heudelotii
15813,Leguminosae-Mim.,Albizzia,zygia
15814,Leguminosae-Caes.,Cynometra,ananta
15815,Bombacaceae,Bombax,brevicuspe
15816,Meliaceae,Guarea,thompsonii
15817,Flacourtiaceae,Scottellia,coriacea
15818,Leguminosae-Mim.,Albizzia,zygia
15819,Myrtaceae,Eugenia,whytei
15820,Rutaceae,Zanthoxylum,angolensis
15821,Rhizophoraceae,Cassipourea,firestoneana
15822,Leguminosae-Caes.,Cynometra,ananta
15823,Annonaceae,Xylopia,aethiopica
15824,Leguminosae-Mim.,Albizia,zygia
15825,Annonaceae,Cleistopholis,patens
15826,Guttiferae,Symphonia,sp.
15827,Moraceae,Myrianthus,libericus
15828,Chrysobalanaceae,Parinari,excelsa
15829,Guttiferae,Symphonia,gabonensis
15830,Rubiaceae,Indet.,Indet.
15831,Sapindaceae,Chytranthus,setosus
15832,Chysobalanaceae,Chysobalanus,sp.
15833,Loganiaceae,Anthocleista,nobilis
15834,Euphorbiaceae,Macaranga,sp.
15835,Euphorbiaceae,Macaranga,sp.
15836,Guttiferae,Vismia,sp.
15837,Sapindaceae,Chytranthus,setosus
15838,Euphorbiaceae,Spondianthus,ugandensis
15839,Passifloraceae,Smeathmannia,pubescens
15840,Leguminosae-Caes.,Bussea,occidentalis
15841,Indet.,Indet.,Indet.
15843,Leguminosae-Caes.,Daniella,similis
15844,Euphorbiaceae,Tetrorchidium,didymostemon
15845,Euphorbiaceae,Alchornea,cordifolia
15846,Leguminosae-Mim.,Albizia,zygia
15847,Rutaceae,Zanthoxylum,angolensis
15848,Leguminosae-caes,Afzelia,sp.
15849,Myristicaceae,Coelocaryon,oxycarpum
15850,Leguminosae-Caes.,Macrolobium,chevalieri
15851,Leguminosae-Caes.,Loesenera,kalantha
15852,Euphorbiaceae,Phyllanthus,discoideus
15853,Meliaceae,Turraeanthus,sp.
15854,Melianthaceae,Bersama,paullinioides
15855,Zygophyllaceae,Guaiacum,officinale
15856,Apocynaceae,Cameraria,latifolia
15857,Anacardiaceae,Metopium,toxiferum
15858,Sapotaceae,Dipholis,Salicifolia
15859,Sapotaceae,Mastichodendron,Foetidissimum
15860,Leguminosae-Mim.,Chloroleucon,tortum
15861,Malvaceae,Hibiscus,tiliaceus
15862,Meliaceae,Swietenia,mahagoni
15863,COMBRETACEAE,Conocarpus,erectus
15864,Cyrillaceae,Cyrilla,antillana
15865,Rhamnaceae,Colubrina,arborescens
15866,Melastomataceae,Pacyanthus,cubensis
15867,Ulmaceae,Celtis,sp.
15868,Indet.,Indet.,Indet.
15869,Rubiaceae,Chione,cubensis
15870,Polygalaceae,Phlebotaenia,cuneata
15871,Meliaceae,Cedrela,odorata
15872,Leguminosae-Papil.,Belairia,mucronata
15873,Malpighiaceae,Byrsonima,crassifolia
15874,Dilleniaceae,Curatella,americana
15875,Combretaceae,Bucida,sp.
15876,Myrtaceae,Eugenia,sp.
15877,Verbenaceae,Citharexylum,fruticosum
15878,Tiliaceae,Carpodiptera,cubensis
15879,Rutaceae,Citrus,aurantium
15880,Myrtaceae,Eugenia,psiloclada
15881,Verbenaceae,Vitex,sp.
15882,Myrtaceae,Eugenia,fadyenii
15883,Leguminosae-Caes.,Pseudocopaiva,hymenaefolia
15884,Boraginaceae,Rochefortia,stellata
15885,Apocynaceae,Macoubea,guianensis
15886,Burseraceae,Trattinickia,sp.
15887,Burseraceae,Trattinickia,sp.
15888,Lauraceae,Indet.,Indet.
15889,Lauraceae,Nectandra,sp.
15890,Lauraceae,Nectandra,sp.
15891,Lauraceae,Nectandra,sp.
15892,Lauraceae,Nectandra,sp.
15893,Leguminosae-Caes.,Martiodendron,sp.
15894,Leguminosae-caes,Dialium,guianense
15895,Leguminosae-Caes.,Sclerolobium,sp.
15896,Leguminosae-Caes.,Sclerolobium,sp.
15897,Leguminosae-Caes.,Sclerolobium,sp.
15898,Rutaceae,Zanthoxylum,sp.
15899,Rutaceae,Zanthoxylum,sp.
15900,Rutaceae,Zanthoxylum,sp.
15901,Sapindaceae,Indet.,Indet.
15902,Tiliaceae,Schoutenia,ovata
15903,Eupomatiaceae,Eupomatia,laurina
15904,Annonaceae,Melodorum,Macreai
15905,Araliaceae,Panax,Murrayi
15906,Capparidaceae,Apophyllum,anomalum
15907,Celastraceae,Denhamia,pittosporoides
15908,Celastraceae,Elaeodendron,australe
15909,Compositae,Cassinia,longifolia
15910,Compositae,Olearia,argophylla
15911,Alangiaceae,Alangium,villosum
15912,Epacridaceae,Trochocarpa,laurina
15913,Epacridaceae,Monotoca,elliptica
15914,Cunoniaceae,Schizomeria,ovata
15915,Cunoniaceae,Geissois,Benthami
15916,Escalloniaceae,Polyosma,Cunninghamii
15917,Escalloniaceae,Quintinia,Sieberi
15918,Escalloniaceae,Anopterus,Macleayanus
15919,Cunoniaceae,Callicoma,serratifolia
15920,Euphorbiaceae,Hemicyclia,austrasica
15921,Euphorbiaceae,Claoxylon,australe
15922,Euphorbiaceae,Petalostigma,quadriloculare
15923,Labiatae,Prostanthera,lasiathos
15924,Leguminosae-papil,Daviesia,corymbosa
15925,Monimiaceae,Hedycarya,angustifolia
15926,Monimiaceae,Doryphora,Sassafras
15927,Monimiaceae,Daphnandra,micrantha
15928,Monimiaceae,Atherosperma,moschatum
15929,Myoporaceae,Eremophila,Mitchelli
15930,Myrtaceae,Agonis,juniperina
15931,Myrtaceae,Callistemon,salignus
15932,Symplocaseoe,Symplocos,sp.
15933,Myrtaceae,Rhodamnia,argentea
15934,Icacinaceae,Pennantia,Cunninghamii
15935,Oleaceae,Notelaea,ligustrina
15936,Pittosporaceae,Bursaria,spinosa
15937,Symplococaceae,Symplocos,spicata
15938,Pittosporaceae,Citriobatus,lancifolius
15939,Proteaceae,Banksia,integrifolia
15940,Proteaceae,Carnarvonia,araliaefolia
15941,Proteaceae,Darlingia,spectatissima
15942,Proteaceae,Embothrium,Wickhami
15943,Proteaceae,Hakea,saligna
15944,Proteaceae,Musgravea,stenostachya
15945,Proteaceae,Persoonia,lanceolata
15946,Proteaceae,Stenocarpus,salignus
15947,Proteaceae,Xylomelum,pyriforme
15948,Rhamnaceae,Ventilago,viminalis
15949,Rhamnaceae,Pomaderris,cinerea
15950,Rutaceae,Bauerella,australiana
15951,Rutaceae,Bosistoa,euodifolmis
15952,Rutaceae,Halfordia,drupifera
15953,Rutaceae,Melicope,erythrococca
15954,Rutaceae,Pentaceras,australis
15955,Rutaceae,Pleiococca,Wilcoxiana
15956,Akaniaceae,Akania,hillii
15957,Sapindaceae,Atalaya,multiflora
15958,Sapindaceae,Castanospora,Alphandi
15959,Sapindaceae,Diploglottis,Cunninghamii
15960,Sapindaceae,Heterodendron,oleaefolium
15961,Sapindaceae,Ratonia,tenax
15962,Simarubaceae,Guilfoylia,monostylis
15963,Solanaceae,Duboisia,myoporoides
15964,Sterculiaceae,Commersonia,bartramia
15965,Violaceae,Hymenanthera,Banksii
15966,Cupressaceae,Actinostrobus,pyraidalis
15967,Cupressaceae,Callitropsis,araucarioides
15968,Taxodiaceae,Athrotaxis,selaginoides
15969,Tiliaceae,Echioncarpus,australis
15970,Leguminosae-Papil.,Dalbergia,frutescens
15971,Fagaceae,Castanea,crenata
15972,Fagaceae,Castanea,crenata
15973,Fagaceae,Castanea,crenata
15974,Fagaceae,Castanea,crenata
15975,Fagaceae,Castanea,crenata
15976,Fagaceae,Castanea,crenata
15977,Fagaceae,Castanea,crenata
15978,Moraceae,Artocarpus,sp.
15979,Fagaceae,Castanea,crenata
15980,Fagaceae,Castanea,crenata
15981,Fagaceae,Castanea,crenata
15982,Fagaceae,Castanea,crenata
15983,Fagaceae,Quercus,serrata
15984,Fagaceae,Quercus,acuta
15985,Fagaceae,Castanopsis,subacuminata
15986,Fagaceae,Pasania,cuspidata
15987,Fagaceae,Quercus,sessilifolia
15988,Fagaceae,Quercus,glauca
15989,Fagaceae,Quercus,stenophylla
15990,Fagaceae,Quercus,Ilex
15991,Lrguminosae-,,
15992,Anonaceae,,
15993,Guttiferae,Calophyllum,sp.
15994,Indet.,Indet,Indet
15995,Rubiaceae,Genipa,americana
15996,Verbenaceae,Citharexylum,discolor
15997,Bignoniaceae,Tabebuia,myrtifolia
15998,Boraginaceae,Cordia,sebestena
15999,Capparidaceae,Capparis,Grisebachii
16000,Verbenaceae,Pseudocarpidium,avicennioides
16001,Rutaceae,Zanthoxylum,flavum
16002,Lythraceae,Ginoria,arborea
16003,Euphorbiaceae,Croton,myricifolius
16004,Erythroxylaceae,Erythroxylum,rotundifolium
16005,Rubiaceae,Antirrhoea,lucida
16006,Rubiaceae,Guettarda,elliptica
16007,Canellaceae,Canella,winterana
16008,Picrodendraceae,Picrodendron,nacrocarpum
16009,Theophrastaceae,Jacquinia,aculeata
16011,Leguminosae-Caes.,Dimorphandra,conjugata
16012,Leguminosae-caes,Psoralea,tenuiflora
16013,Compositae,Baccharis,salicina
16014,Annonaceae,Stelechocarpus,sp.
16015,Annonaceae,Stelechocarpus,sp.
16016,misidentified collection,,
16017,Annonaceae,Trivalvaria,sp.
16018,Myristicaceae,Horsfieldia,sp.
16019,Monimiaceae,Kibara,sp.
16020,Monimiaceae,Kibara,sp.
16021,Monimiaceae,Kibara,conacea
16022,Connaraceae,Ellipanthus,sp.
16023,Linaceae,Indorouchera,griffithiana
16024,Simaroubaceae,Eurycoma,longifolia
16025,Simaroubaceae,Eurycoma,longifolia
16026,Meliaceae,Heynea,sumatrana
16027,Euphorbiaceae,Breynia,sp.
16028,Euphorbiaceae,Dicoelia,sp.
16029,Euphorbiaceae,Claoxylon,longifolium
16030,Euphorbiaceae,Blumeodendron,subrotundifolium
16031,Euphorbiaceae,Elateriospermum,blumeodendron
16032,Euphorbiaceae,Elateriospermum,blumeodendron
16033,Euphorbiaceae,Elateriospermum,blumeodendron
16034,Euphorbiaceae,Trigonostemon,sp.
16035,Euphorbiaceae,Neoscortechinia,arborea
16036,Euphorbiaceae,Neoscortechinia,arborea
16037,Euphorbiaceae,Dimorphocalyx,sp.
16038,Celastraceae,Microtropis,sp.
16039,Celastraceae,Microtropis,tivalvis
16040,Celastraceae,Microtropis,sp.
16041,Icacinaceae,Stemonurus,secundifloris
16042,Icacinaceae,Stemonurus,secundifloris
16043,Icacinaceae,Stemonurus,scorpioides
16044,Saurauiaceae,Saurauia,sp.
16045,Saurauiaceae,Saurauia,sp.
16046,Flacourtiaceae,Osmelia,grandistipulata
16047,Flacourtiaceae,Osmelia,grandistipulata
16048,Flacourtiaceae,Osmelia,grandistipulata
16049,Thymelaeaceae,Phaleria,sp.
16050,Rhizophoraceae,Gynotroches,sp.
16051,Rhizophoraceae,Gynotroches,sp.
16052,Rhizophoraceae,Gynotroches,axillaris
16053,Melastomaceae,Astonia,macrophylla
16054,Araliaceae,Aralidium,pinnatifidum
16055,Verbenaceae,Teysmanniodendron,pteropodium
16056,Rubiaceae,Tricalysia,sp.
16057,Rubiaceae,Zuccarinia,macrophylla
16058,Rubiaceae,Timonius,sp.
16059,Rubiaceae,Pavetta,indica
16060,Icacinaceae ,Indet,Indet.
16061,Icacinaceae ,Indet,Indet.
16062,Meliaceae ,Indet,Indet.
16063,Araucariaceae,Araucaria,Cunninghamii
16064,Araucariaceae,Araucaria,Bidwillii
16065,Araucariaceae,Agathis,australis
16066,Araucariaceae,Agathis,Palmerstoni
16067,Araucariaceae,Agathis,sp.(pacific)
16068,Podocarpaceae,Dacrydium,Franklinii
16069,Podocarpaceae,Podocarpus,elata
16070,Podocarpaceae,Phyllocladus,rhomboidelis
16071,Taxodiaceae,Athrotaxis,selaginoides
16072,Cuppressaceae,Callitris,glauca
16073,Myrtaceae,Eucalyptus,regnans
16074,Myrtaceae,Eucalyptus,eugenioides
16075,Myrtaceae,Eucalyptus,gigantea
16076,Myrtaceae,Eucalyptus,pilularis
16077,Myrtaceae,Eucalyptus,Naudiniana
16078,Myrtaceae,Eucalyptus,andrewsi
16079,Myrtaceae,Eucalyptus,crebra
16080,Myrtaceae,Eucalyptus,redunca
16081,Myrtaceae,Eucalyptus,longifolia
16082,Myrtaceae,Eucalyptus,acmenioides
16083,Myrtaceae,Eucalyptus,marginata
16084,Myrtaceae,Eucalyptus,corymbosa
16085,Myrtaceae,Eucalyptus,saligna
16086,Myrtaceae,Eucalyptus,gomphocephala
16087,Myrtaceae,Eucalyptus,diversicolor
16088,Myrtaceae,Eucalyptus,melliodora
16089,Myrtaceae,Eucalyptus,sideroxylon
16090,Myrtaceae,Eucalyptus,microcorys
16091,Myrtaceae,Eucalyptus,hemiphloia
16092,Myrtaceae,Eucalyptus,paniculata
16093,Myrtaceae,Eucalyptus,rostrata
16094,Myrtaceae,Eucalyptus,globulus
16095,Myrtaceae,Eucalyptus,resinifera
16096,Myrtaceae,Eucalyptus,siderophloia
16097,Myrtaceae,Eucalyptus,macrorhyncha
16098,Myrtaceae,Eucalyptus,dives
16099,Myrtaceae,Eucalyptus,tereticornis
16100,Myrtaceae,Eucalyptus,propinqua
16101,Myrtaceae,Eucalyptus,fastigata
16102,Myrtaceae,Eucalyptus,Muelleriana
16103,Myrtaceae,Eucalyptus,conferta
16104,Myrtaceae,Eucalyptus,laurifolia
16105,Leguminosae-mim,Acacia,harpophylla
16106,Leguminosae-mim,Acacia,melanoxylon
16107,Leguminosae-mim,Castanospermum,australe
16108,Meliaceae,Dysoxylum,Fraseranum
16109,Lauraceae,Endiandra,Palmerstoni
16110,Rutaceae,Flindersia,australis
16111,Rutaceae,Flindersia,Schottiana
16112,Rutaceae,Flindersia,Brayleyana
16113,Proteaceae,Cardwellia,sublimis
16114,Proteaceae,Grevillea,robusta
16115,Proteaceae,Stenocarpus,salignus
16116,Leguminosae-mim,Albizzia,toona
16117,Rutaceae,Geijera,Muelleri
16118,Rutaceae,Halfordia,scleroxyla
