SpecimenID,Family,Genus,Species
1,Rhamnaceae,Indet.,Indet.
2,Meliaceae,Cedrela,sp.
3,Meliaceae,Cedrela,sp.
4,Leguminosae-Papil.,Gliricidia,sp.
5,Leguminosae-Papil.,Dalbergia,sp.
6,Bignoniaceae,Tabebuia,sp.
7,Leguminosae-Papil.,Diphysa,robinioides
8,Leguminosae-Papil.,Diphysa,robinioides
9,Meliaceae,Cedrela,sp.
10,Leguminosae-Mim.,Samanea,sp.
11,Compositae,Perymenium,strigillosum
12,Rutaceae,Zanthoxylum,sp.
13,Rutaceae,Zanthoxylum,sp.
14,Bignoniaceae,Tabebuia,sp.
15,Rubiaceae,Calycophyllum,candidissimum
16,Moraceae,Chlorophora,tinctoria
17,Leguminosae-Mim.,Lysiloma,sp.
18,Leguminosae-Papil.,Diphysa,robinioides
19,Indet.,Indet.,Indet.
20,Indet.,Indet.,Indet.
21,Leguminosae-Mim.,Samanea,sp.
22,Meliaceae,Cedrela,sp.
23,Leguminosae-Papil.,Diphysa,sp.
24,Simaroubaceae,Simaruba,glauca
25,Leguminosae-Papil.,Platymiscium,sp.
26,Boraginaceae,Cordia,alliodora
27,Bignoniaceae,Tabebuia,sp.
28,Hamamelidaceae,Liquidambar,styraciflua
29,Meliaceae,Swietenia,macrophylla
30,Bombacaceae,Bombacopsis,sp.
31,Moraceae,Chlorophora,tinctoria
32,Anacardiaceae,Astronium,sp.
33,Boraginaceae,Cordia,aff.megalantha
34,Leguminosae-Papil.,Platymiscium,sp.
35,Leguminosae-Papil.,Platymiscium,sp.
36,Bignoniaceae,Indet.,Indet.
37,Meliaceae,Swietenia,macrophylla
38,Boraginaceae,Cordia,aff.megalantha
39,Leguminosae,Indet.,Indet.
40,Hamamelidaceae,Liquidambar,styraciflua
41,Meliaceae,Cedrela,sp.
42,Leguminosae-Mim.,Samanea,sp.
43,Leguminosae-Papil.,Lonchocarpus,sp.
44,Meliaceae,Cedrela,sp.
45,Burseraceae,Protium,sp.
46,Meliaceae,Swietenia,macrophylla
47,Meliaceae,Cedrela,sp.
48,Leguminosae-Papil.,Dalbergia,sp.
49,Leguminosae-Papil.,Dalbergia,sp.
50,Fagaceae,Quercus,sp.
51,Boraginaceae,Cordia,aff.megalantha
52,Missing,Missing,Missing
53,Leguminosae-Papil.,Piscidia,sp.
54,Capparidaceae,Capparis,sp.
55,Leguminosae-Papil.,Diphysa,robinioides
56,Rubiaceae,Calycophyllum,candidissimum
57,Sapotaceae,Manilkara,sp.
58,Bignoniaceae,Tabebuia,pentaphylla
59,Leguminosae-Mim.,Lysiloma,sp.
60,Hamamelidaceae,Liquidambar,styraciflua
61,Boraginaceae,Cordia,alliodora
62,Leguminosae-Papil.,Sweetia,panamensis
63,Leguminosae-Mim.,Samanea,sp.
64,Meliaceae,Swietenia,sp.
65,Leguminosae-Papil.,Platymiscium,sp.
66,Missing,Missing,Missing
67,Leguminosae-Caes.,Dialium,guianense
68,Leguminosae-Papil.,Sweetia,panamensis
69,Leguminosae,Indet.,Indet.
70,Rhamnaceae,Karwinskia,sp.
71,Boraginaceae,Cordia,sp.
72,Boraginaceae,Cordia,alliodora
73,Leguminosae-Papil.,Dalbergia,sp.
74,Indet.,Indet.,Indet.
75,Pinaceae,Pinus,sp.
76,Rubiaceae,Genipa,americana
77,Meliaceae,Guarea,sp.
78,Indet.,Indet.,Indet.
79,Leguminosae-Papil.,Diphysa,robinioides
80,Leguminosae-Mim.,Enterolobium,cyclocarpum
81,Leguminosae-Papil.,Lonchocarpus,sp.
82,Moraceae,Chlorophora,tinctoria
83,Leguminosae-Papil.,Dalbergia,sp.
84,Rubiaceae,Calycophyllum,candidissimum
85,Bignoniaceae,Tabebuia,sp.
86,Leguminosae-Papil.,Diphysa,robinioides
87,Bignoniaceae,Tabebuia,pentaphylla
88,Verbenaceae,Citharexylum,sp.
89,Leguminosae-Papil.,Dalbergia,sp.
90,Bignoniaceae,Tabebuia,pentaphylla
91,Simaroubaceae,Simaruba,glauca
92,Leguminosae-Papil.,Lonchocarpus,sp.
93,Anacardiaceae,Astronium,sp.
94,Missing,Missing,Missing
95,Leguminosae-Papil.,Dalbergia,sp.
96,Leguminosae-Papil.,Myroxylon,pereirae
97,Bignoniaceae,Tabebuia,pentaphylla
98,Leguminosae-Papil.,Gliricidia,sepium
99,Moraceae,Chlorophora,tinctoria
100,Boraginaceae,Cordia,aff.megalantha
101,Leguminosae-Papil.,Lonchocarpus,sp.
102,Lauraceae,Persea,sp.
103,Anacardiaceae,Astronium,graveolens
104,Leguminosae-Papil.,Dalbergia,sp.
105,Boraginaceae,Cordia,aff.Gerascanthus
106,Leguminosae-Papil.,Dalbergia,sp.
107,Meliaceae,Cedrela,sp.
108,Meliaceae,Swietenia,macrophylla
109,Leguminosae-Papil.,Lonchocarpus,sp.
110,Leguminosae-Papil.,Platymiscium,polystachyum
111,Moraceae,Chlorophora,tinctoria
112,Leguminosae-Papil.,Diphysa,robinioides
113,Leguminosae-Mim.,Enterolobium,sp.
114,Leguminosae-Papil.,Platymiscium,sp.
115,Indet.,Indet.,Indet.
116,Meliaceae,Swietenia,macrophylla
117,Indet.,Indet.,Indet.
118,Bombacaceae,Bombax,sp.
119,Leguminosae-Papil.,Lonchocarpus,sp.
120,Moraceae,Chlorophora,tinctoria
121,Cupressaceae,Cupressus,benthami
122,Moraceae,Chlorophora,tinctoria
123,Pinaceae,Pinus,sp.
124,Leguminosae-Papil.,Sweetia,panamensis
125,Anacardiaceae,Astronium,sp.
126,Moraceae,Chlorophora,tinctoria
127,Cupressaceae,Cupressus,sp.
128,Leguminosae-Papil.,Platymiscium,sp.
129,Leguminosae-Papil.,Myroxylon,sp.
130,Guttiferae,Calophyllum,sp.
131,Leguminosae-Papil.,Dalbergia,sp.
132,Leguminosae-Mim.,Lysiloma,sp.
133,Guttiferae,Calophyllum,brasiliense
134,Leguminosae-Papil.,Platymiscium,sp.
135,Indet.,Indet.,Indet.
136,Juglandaceae,Juglans,sp.
137,Meliaceae,Swietenia,macrophylla
138,Leguminosae,Indet.,Indet.
139,Indet.,Indet.,Indet.
140,Meliaceae,Swietenia,sp.
141,Meliaceae,Swietenia,macrophylla
142,Leguminosae-Mim.,Lysiloma,sp.
143,Lauraceae,Persea,sp.
144,Leguminosae,Indet.,Indet.
145,Leguminosae-Papil.,Sweetia,panamensis
146,Rutaceae,Zanthoxylum,sp.
147,Rutaceae,Citrus,sp.
148,Leguminosae-Papil.,Gliricidia,sepium
149,Anacardiaceae,Astronium,sp.
150,Leguminosae-Papil.,Dalbergia,sp.
151,Meliaceae,Swietenia,macrophylla
152,Meliaceae,Swietenia,macrophylla
153,Leguminosae-Papil.,Dalbergia,sp.
154,Indet.,Indet.,Indet.
155,Burseraceae,Protium,sp.
156,Leguminosae-Papil.,Lonchocarpus,sp.
157,Meliaceae,Swietenia,sp.
158,Leguminosae-Papil.,Myroxylon,pereirae
159,Anacardiaceae,Astronium,sp.
160,Leguminosae-Papil.,Gliricidia,sp.
161,Meliaceae,Swietenia,macrophylla
162,Missing,Missing,Missing
163,Rhamnaceae,Karwinskia,sp.
164,Sapotaceae,Manilkara,sp.
165,Meliaceae,Swietenia,macrophylla
166,Leguminosae-Papil.,Dalbergia,sp.
167,Bignoniaceae,Tabebuia,pentaphylla
168,Leguminosae-Papil.,Diphysa,robinioides
169,Leguminosae-Mim.,Leucaena,sp.
170,Meliaceae,Cedrela,sp.
171,Indet.,Indet.,Indet.
172,Anacardiaceae,Astronium,sp.
173,Leguminosae-Papil.,Sweetia,panamensis
174,Leguminosae-Papil.,Sweetia,panamensis
175,Meliaceae,Cedrela,sp.
176,Leguminosae-Papil.,Gliricidia,sepium
177,Meliaceae,Cedrela,sp.
178,Leguminosae-Papil.,Andira,jamaicensis
179,Indet.,Indet.,Indet.
180,Anacardiaceae,Astronium,sp.
181,Meliaceae,Swietenia,macrophylla
182,Indet.,Indet.,Indet.
183,Leguminosae-Papil.,Platymiscium,sp.
184,Leguminosae-Papil.,Dalbergia,sp.
185,Rubiaceae,Calycophyllum,candidissimum
186,Moraceae,Chlorophora,tinctoria
187,Leguminosae-Papil.,Sweetia,panamensis
188,Burseraceae,Protium,icica
189,Lauraceae,Indet.,Indet.
190,Euphorbiaceae,Sapium,sp.
191,Leguminosae-Papil.,Andira,jamaicensis
192,Leguminosae,Indet.,Indet.
193,Bignoniaceae,Tabebuia,sp.
194,Bignoniaceae,Tabebuia,sp.
195,Rubiaceae,Sickingia,sp.
196,Anacardiaceae,Mosquitoxylum,jamaicense
197,Leguminosae-Papil.,Sweetia,panamensis
198,Leguminosae-Papil.,Diphysa,sp.
199,Leguminosae,Indet.,Indet.
200,Anacardiaceae,Astronium,sp.
201,Chrysobalanaceae,Licania,platypus
202,Leguminosae-Papil.,Diphysa,robinioides
203,Leguminosae-Mim.,Enterolobium,cyclocarpum
204,Leguminosae-Papil.,Myroxylon,pereirae
205,Moraceae,Chlorophora,sp.
206,Missing,Missing,Missing
207,Meliaceae,Swietenia,macrophylla
208,Sapotaceae,Manilkara,sp.
209,Bignoniaceae,Tabebuia,sp.
210,Leguminosae-Papil.,Dalbergia,sp.
211,Anacardiaceae,Astronium,sp.
212,Burseraceae,Protium,sp.
213,Meliaceae,Swietenia,sp.
214,Apocynaceae,Aspidosperma,sp.
215,Leguminosae,Indet.,Indet.
216,Pinaceae,Abies,sp.
217,Moraceae,Chlorophora,tinctoria
218,Rhamnaceae,Karwinskia,sp.
219,Rutaceae,Amyris,elemifera
220,Sapotaceae,Manilkara,sp.
221,Rhamnaceae,Karwinskia,sp.
222,Meliaceae,Swietenia,sp.
223,Moraceae,Chlorophora,tinctoria
224,Rutaceae,Zanthoxylum,sp.
225,Sapotaceae,Manilkara,sp.
226,Leguminosae-Papil.,Dalbergia,sp.
227,Meliaceae,Cedrela,sp.
228,Leguminosae-Papil.,Platymiscium,sp.
229,Meliaceae,Swietenia,sp.
230,Leguminosae-Papil.,Sweetia,panamensis
231,Leguminosae-Papil.,Diphysa,robinioides
232,Leguminosae-Mim.,Acacia,sp.
233,Rhamnaceae,Indet.,Indet.
234,Anacardiaceae,Astronium,graveolens
235,Meliaceae,Swietenia,macrophylla
236,Meliaceae,Swietenia,macrophylla
237,Meliaceae,Swietenia,sp.
238,Meliaceae,Cedrela,sp.
239,Leguminosae-Papil.,Dalbergia,sp.
240,Moraceae,Chlorophora,tinctoria
241,Leguminosae-Papil.,Lonchocarpus,aff.rugosus
242,Rhamnaceae,Krugiodendron,ferreum
243,Leguminosae,Indet.,Indet.
244,Leguminosae-Papil.,Gliricidia,sepium
245,Rutaceae,Zanthoxylum,sp.
246,Hamamelidaceae,Liquidambar,styraciflua
247,Moraceae,Chlorophora,tinctoria
248,Pinaceae,Pinus,sp.
249,Meliaceae,Swietenia,sp.
250,Leguminosae-Papil.,Diphysa,robinioides
251,Myrsinaceae,Parathesis,sp.
252,Leguminosae,Indet.,Indet.
253,Anacardiaceae,Astronium,graveolens
254,Leguminosae-Papil.,Andira,jamaicensis
255,Sapotaceae,Manilkara,sp.
256,Meliaceae,Cedrela,sp.
257,Leguminosae-Papil.,Lonchocarpus,aff rugosus
258,Rubiaceae,Calderonia,sp.
259,Betulaceae,Carpinus,sp.
260,Bignoniaceae,Tabebuia,sp.
261,Bignoniaceae,Tabebuia,sp.
262,Fagaceae,Quercus,sp.
263,Moraceae,Chlorophora,tinctoria
264,Leguminosae-Caes.,Hymenaea,courbaril
265,Leguminosae-Papil.,Platymiscium,sp.
266,Apocynaceae,Aspidosperma,sp.
267,Leguminosae-Papil.,Platymiscium,sp.
268,Leguminosae-Mim.,Pithecolobium,sp.
269,Hamamelidaceae,Liquidambar,styriciflua
270,Rutaceae,Amyris,elemifera
271,Leguminosae,Indet.,Indet.
272,Leguminosae-Papil.,Diphysa,robinioides
273,Missing,Missing,Missing
274,Moraceae,Chlorophora,tinctoria
275,Apocynaceae,Aspidosperma,sp.
276,Meliaceae,Swietenia,macrophylla
277,Moraceae,Chlorophora,tinctoria
278,Meliaceae,Swietenia,macrophylla
279,Moraceae,Chlorophora,tinctoria
280,Missing,Missing,Missing
281,Missing,Missing,Missing
282,Leguminosae-Papil.,Diphysa,robinioides
283,Leguminosae-Caes.,Hymenaea,courbaril
284,Leguminosae-Papil.,Dalbergia,sp.
285,Leguminosae-Papil.,Dalbergia,sp.
286,Leguminosae-Papil.,Dalbergia,sp.
287,Meliaceae,Cedrela,sp.
288,Burseraceae,Protium,sp.
289,Leguminosae,Indet.,Indet.
290,Leguminosae-Papil.,Dalbergia,sp.
291,Bignoniaceae,Tabebuia,pentaphylla
292,Leguminosae-Mim.,Pithecolobium,sp.
293,Meliaceae,Swietenia,macrophylla
294,Meliaceae,Swietenia,sp.
295,Bignoniaceae,Tabebuia,sp.
296,Rubiaceae,Genipa,americana
297,Zygophyllaceae,Guaiacum,sanctum
298,Leguminosae-Papil.,Gliricidia,sepium
299,Meliaceae,Cedrela,sp.
300,Juglandaceae,Juglans,sp.
301,Rhamnaceae,Karwinskia,sp.
302,Leguminosae-Papil.,Gliricidia,sepium
303,Indet.,Indet.,Indet.
304,Leguminosae-Papil.,Myroxylon,pereirae
305,Leguminosae-Papil.,Platymiscium,sp.
306,Meliaceae,Cedrela,sp.
307,Leguminosae-Caes.,Haematoxylon,brasiletto
308,Apocynaceae,Aspidosperma,sp.
309,Leguminosae-Mim.,Samanea,sp.
310,Leguminosae-Papil.,Platymiscium,sp.
311,Lauraceae,Nectandra,sp.
312,Leguminosae-Papil.,Myroxylon,pereirae
313,Bignoniaceae,Tabebuia,sp.
314,Leguminosae-Papil.,Gliricidia,sepium
315,Moraceae,Chlorophora,tinctoria
316,Leguminosae-Papil.,Platymiscium,polystachyum
317,Leguminosae-Papil.,Dalbergia,sp.
318,Euphorbiaceae,Hura,crepitans
319,Euphorbiaceae,Indet.,Indet.
320,Lauraceae,Indet.,Indet.
321,Anacardiaceae,Astronium,graveolens
322,Bignoniaceae,Tabebuia,chrysantha
323,Bignoniaceae,Tabebuia,pentaphylla
324,Apocynaceae,Aspidosperma,sp.
325,Sapotaceae,Bumelia,sp.
326,Boraginaceae,Cordia,gerascanthus
327,Bombacaceae,Bombacopsis,sepium
328,Meliaceae,Cedrela,odorata
329,Meliaceae,Cedrela,odorata
330,Meliaceae,Swietenia,candollei
331,Lauraceae,Ocotea,caracasana
332,Indet.,Indet.,Indet.
333,Myrtaceae,Indet.,Indet.
334,Leguminosae-Papil.,Myroxylon,balsamum
335,Leguminosae-Papil.,Centrolobium,paraense
336,Zygophyllaceae,Bulnesia,arborea
337,Anacardiaceae,Astronium,graveolens
338,Boraginaceae,Cordia,gerascanthus
339,Leguminosae-Caes.,Brownea,grandiceps
340,Verbenaceae,Vitex,divaricata
341,Anacardiaceae,Anacardium,excelsum
342,Zygophyllaceae,Bulnesia,arborea
343,Bignoniaceae,Tabebuia,chrysantha
344,Leguminosae-Papil.,Myrospermum,frutescens
345,Leguminosae-Papil.,Myroxylon,toluiferum
346,Bignoniaceae,Cybistax,chrysea
347,Apocynaceae,Aspidosperma,sp.
348,Lauraceae,Ocotea,caracasana
349,Meliaceae,Cedrela,odorata
350,Meliaceae,Swietenia,candollei
351,Bignoniaceae,Tabebuia,pentaphylla
352,Euphorbiaceae,Hura,crepitans
353,Proteaceae,Panopsis,sp.
354,Myrtaceae,Psidium,sp.
355,Bignoniaceae,Cybistax,chrysea
356,Bignoniaceae,Tabebuia,pentaphylla
357,Bignoniaceae,Tabebuia,serratifolia
358,Boraginaceae,Cordia,gerascanthus
359,Polygonaceae,Triplaris,americana
360,Bombacaceae,Ochroma,lagopus
361,Euphorbiaceae,Hura,crepitans
362,Bombacaceae,Bombacopsis,sepium
363,Missing,Missing,Missing
364,Sapotaceae,Chrysophyllum,cainito
365,Malpighiaceae,Byrsonima,sp.
366,Lauraceae,Indet.,Indet.
367,Leguminosae-Mim.,Pentaclethra,macroloba
368,Meliaceae,Carapa,guianensis
369,Combretaceae,Terminalia,amazonia
370,Indet.,Indet.,Indet.
371,Guttiferae,Calophyllum,sp.
372,Lauraceae,Indet.,Indet.
373,Meliaceae,Carapa,guianensis
374,Meliaceae,Cedrela,sp.
375,Meliaceae,Cedrela,sp.
376,Rubiaceae,Genipa,americana
377,Leguminosae-Caes.,Copaifera,officinalis
378,Bignoniaceae,Tabebuia,pentaphylla
379,Anacardiaceae,Astronium,graveolens
380,Zygophyllaceae,Bulnesia,arborea
381,Cunoniaceae,Weinmannia,sp.
382,Rosaceae,Indet.,Indet.
383,Podocarpaceae,Podocarpus,taxifolia
384,Euphorbiaceae,Hyeronima,sp.
385,Meliaceae,Cedrela,sp.
386,Juglandaceae,Juglans,neotropica
387,Moraceae,Ficus,grandiflora
388,Meliaceae,Cedrela,sp.
389,Fagaceae,Quercus,humboldtii
390,Lauraceae,Persea,sp.
391,Lauraceae,Indet.,Indet.
392,Ebenaceae,Diospyros,sp.
393,Cunoniaceae,Weinmannia,sp.
394,Lauraceae,Aniba,perutilis
395,Podocarpaceae,Podocarpus,taxifolia
396,Cupressaceae,Cupressus,sp.
397,Missing,Missing,Missing
398,Meliaceae,Cedrela,sp.
399,Juglandaceae,Juglans,sp.
400,Boraginaceae,Cordia,alliodora
401,Leguminosae-Mim.,Enterolobium,cyclocarpum
402,Juglandaceae,Juglans,sp.
403,Boraginaceae,Cordia,alliodora
404,Leguminosae-Papil.,Platymiscium,polystachyum
405,Apocynaceae,Aspidosperma,curranii
406,Annonaceae,Duguetia,vallicola
407,Sapotaceae,Lucuma,sp.
408,Lecythidaceae,Lecythis,tuyrana
409,Bignoniaceae,Tabebuia,impetiginosa
410,Meliaceae,Cedrela,odorata
411,Meliaceae,Cedrela,odorata
412,Leguminosae-Papil.,Myroxylon,toluiferum
413,Meliaceae,Swietenia,macrophylla
414,Lecythidaceae,Cariniana,pyriformis
415,Leguminosae-Papil.,Machaerium,whitfordii
416,Annonaceae,Guatteria,boyacana
417,Moraceae,Chlorophora,tinctoria
418,Anacardiaceae,Astronium,graveolens
419,Leguminosae-Papil.,Centrolobium,yavizanum
420,Anacardiaceae,Spondias,mombin
421,Anacardiaceae,Anacardium,excelsum
422,Leguminosae-Caes.,Swartzia,sp.
423,Lecythidaceae,Lecythis,minor
424,Combretaceae,Terminalia,sp.
425,Leguminosae-Caes.,Swartzia,sp.
426,Moraceae,Brosimum,rubescens
427,Meliaceae,Swietenia,macrophylla
428,Moraceae,Chlorophora,tinctoria
429,Leguminosae-Papil.,Platymiscium,sp.
430,Anacardiaceae,Spondias,sp.
431,Leguminosae-Papil.,Pterocarpus,officinalis
432,Apocynaceae,Aspidosperma,aff.vargasii
433,Combretaceae,Terminalia,amazonia
434,Lauraceae,Nectandra,sp.
435,Lauraceae,Indet.,Indet.
436,Rubiaceae,Sickingia,tinctoria
437,Lauraceae,Indet.,Indet.
438,Leguminosae-Caes.,Hymenaea,courbaril
439,Boraginaceae,Cordia,alliodora
440,Bignoniaceae,Tabebuia,chrysantha
441,Bombacaceae,Bombacopsis,sp.
442,Leguminosae-Papil.,Myrospermum,frutescens
443,Rutaceae,Esenbeckia,atata
444,Lauraceae,Indet.,Indet.
445,Combretaceae,Terminalia,oblonga
446,Meliaceae,Cedrela,sp.
447,Lauraceae,Persea,caerulea
448,Theaceae,Laplacea,semiserrata
449,Sterculiaceae,Sterculia,apetala
450,Rubiaceae,Cascarilla,muzonensis
451,Lauraceae,Persea,caerulea
452,Burseraceae,Protium,sp.
453,Verbenaceae,Vitex,sp.
454,Guttiferae,Tovomitopsis,sp.
455,Myristicaceae,Virola,sebitera
456,Icacinaceae,Metteniusa,edulis
457,Lauraceae,Aniba,gigantifolia
458,Rosaceae,Prunus,moritziana
459,Lauraceae,Indet.,Indet.
460,Podocarpaceae,Podocarpus,coriaceus
461,Euphorbiaceae,Hura,crepitans
462,Anacardiaceae,Anacardium,excelsum
463,Meliaceae,Cedrela,Indet.
464,Lauraceae,Ocotea,caracasana
465,Leguminosae,Myroxylon,toluiferum
466,Euphorbiaceae,Hura,crepitans
467,Bignoniaceae,Tabebuia,pentaphylla
468,Bignoniaceae,Tabebuia,pentaphylla
469,Euphorbiaceae,Hura,crepitans
470,Boraginaceae,Cordia,Indet.
471,Meliaceae,Cedrela,Indet.
472,Apocynaceae,Aspidosperma,Indet.
473,Meliaceae,Swietenia,candollei
474,Zygophyllaceae,Bulnesia,arborea
475,Dilleniaceae,Curatella,americana
476,Bignoniaceae,Oroxylum,indicum
477,Bignoniaceae,Tecoma,stans
478,Bignoniaceae,Tecoma,undulata
479,Bignoniaceae,Spathodea,campanulata
480,Bignoniaceae,Dolichandrone,arcuata
481,Bignoniaceae,Dolichandrone,crispa
482,Bignoniaceae,Dolichandrone,falcata
483,Bignoniaceae,Dolichandrone,spatacea
484,Bignoniaceae,Stereospermum,chelonoides
485,Bignoniaceae,Stereospermum,zylocarpum
486,Bignoniaceae,Stereospermum,fimbriatum
487,Bignoniaceae,Stereospermum,suaveolens
488,Bignoniaceae,Kigelia,pinnata
489,Bignoniaceae,Heterophragma,roxburghii
490,Bignoniaceae,Pajanelia,multijuga
491,Bignoniaceae,Millingtonia,hortensis
492,Taxodiaceae,Taxodium,imbricarium
493,Taxaceae,Taxus,floridana
494,Taxaceae,Torreya,taxifloia
495,Lauraceae,Litsea,geniculata
496,Hippocastanaceae,Aesculus,pavia
497,Cyrillaceae,Cyrilla,parvifolia
498,Aquifoliaceae,Ilex,myrtifolia
499,Fagaceae,Quercus,virginiana
500,Lecythidaceae,Cariniana,pyriformis
501,Meliaceae,Swietenia,mahagoni
502,Meliaceae,Swietenia,mahagoni
503,Bombacaceae,Bombacopsis,sp.
504,Meliaceae,Cedrela,sp.
505,Leguminosae-Papil.,Centrolobium,cf.yavizanum
506,Bignoniaceae,Tabebuia,pentaphylla
507,Lecythidaceae,Indet.,Indet.
508,Apocynaceae,Aspidosperma,sp.
509,Lauraceae,Nectandra or Ocotea,sp.
510,Boraginaceae,Cordia,alliodora
511,Leguminosae-Mim.,Pithecolobium,saman
512,Flacourtiaceae,Gossypiospermum,praecox
513,Bignoniaceae,Tabebuia,chrysantha
514,Leguminosae-Caes.,Peltogyne,pubescens
515,Anacardiaceae,Astronium,graveolens
516,Leguminosae-Papil.,Pterocarpus,officinalis
517,Polygonaceae,Ruprechtia,sp.
518,Leguminosae,Prosopis,nigra
519,Leguminosae,Prosopis,alba
520,Meliaceae,Cedrela,sp.
521,Araucariaceae,Araucaria,angustifolia
522,Leguminosae-Papil.,Dalbergia,retusa
523,Leguminosae-Papil.,Dalbergia,retusa
524,Leguminosae-Papil.,Dalbergia,retusa
525,Leguminosae-Papil.,Amorpha,canescens
526,Leguminosae-Mim.,Calliandra,eriophylla
527,Melastomataceae,Henriettella,fascicularis
528,Solanaceae,Lycium,chateaui
529,Ericaceae,Satyria,colonantha
530,Anacardiaceae,Astronium,sp.
531,Bignoniaceae,Tabebuia,avellanedae
532,Anacardiaceae,Schinopsis,balansae
533,Leguminosae,Prosopis,sp.
534,Anacardiaceae,Schinopsis,balansae
535,Meliaceae,Cedrela ,sp.
536,Fagaceae,Fagus,sylvatica
537,Meliaceae,Cabralea,canjerana
538,Leguminosae,Tipuana,tipu
539,Araucariaceae,Araucaria,angustifolia
540,Leguminosae,Enterolobium,timbouva
541,Taxaceae,Torreya,taxifloia
542,Cupressaceae,Cupressus,arizonica
543,Indet.,Indet.,Indet.
544,Lauraceae,Umbellularia,californica
545,Fagaceae,Quercus,robur
546,Myristicaceae,Virola,surinamensis
547,Anacardiaceae,Astronium,fraxinifolium
548,Anacardiaceae,Astronium,sp.
549,Anacardiaceae,Astronium,sp.
550,Leguminosae,Dalbergia,nigra
551,Bignoniaceae,Paratecoma,peroba
552,Oleaceae,Fraxinus,sp.
553,Leguminosae,Pterocarpus ,sp.
554,Leguminosae,Pterocarpus,sp.
555,Leguminosae,Dalbergia,sp.
556,Proteaceae,Indet.,Indet.
557,Lauraceae,Endiandra,palmerstoni
558,Meliaceae,Entandrophragma,sp.
559,Leguminosae,Macrolobium,sp.
560,Leguminosae,Guibourtia,copaifera aff.tessmannii
561,Moraceae,Chlorophora,excelsa
562,Meliaceae,Turraeanthus,africana
563,Lauraceae,Eusideroxylon,zwageri
564,Indet.,Indet.,Indet.
565,Casuarineae,Casuarina,luehmanni
566,Leguminosae,Acacia,koa
567,Ebenaceae,Diospyros,sp.
568,Leguminosae,Peltogyne,sp.
569,Boraginaceae,Cordia,alliodora
570,Boraginaceae,Cordia,sebestena
571,Lauraceae,Ocotea ,rodiaei
572,Boraginaceae,Cordia,sp.
573,Leguminosae-Caes.,Parkinsonia,aculeata
574,Boraginaceae,Cordia,angustifolia
575,Rubiaceae,Randia,mitis
576,Sapindaceae,Sapindus,saponaria
577,Euphorbiaceae,Ricinella,pedunculosa
578,Flacourtiaceae,Casearia,sylvestris
579,Oleaceae,Forestiera,segregata
580,Nyctaginaceae,Pisonia,albida
581,Boraginaceae,Bourreria,succulenta
582,Rubiaceae,Exostemma,caribaeum
583,Rhamnaceae,Krugiodendron,ferreum
584,Rubiaceae,Antirrhoea,acutata
585,Polygonaceae,Coccoloba,obtusifolia
586,Rutaceae,Zanthoxylum,flavum
587,Leguminosae,Centrolobrum,cf.paraense
588,Moraceae,Brosimum,aff.rubescens
589,Bignoniaceae,Tabebuia,serratifolia
590,Leguminosae-Papil.,Machaerium,villosum
590,Leguminosae,Indet.,Indet.
591,Leguminosae,Indet.,Indet.
592,Sapotaceae,Manilkara,sp.
593,Meliaceae,Cedrela,odorata
594,Leguminosae-Caes.,Chamaecrista,apoucouita
595,Sapotaceae,Pradosia,sp.
596,Leguminosae-Papil.,Pterocarpus,sp.
597,Lecythidaceae,Lecythis,lanceolata
598,Annonaceae,Indet.,Indet.
599,Chrysobalanaceae,Licania,sp.
600,Moraceae,Clarisia,racemosa
601,Indet.,Indet.,Indet.
602,Lecythidaceae,Indet.,Indet.
603,Erythroxylaceae,Erythroxylum,pelleterianum
604,Leguminosae,Indet.,Indet.
605,Lauraceae,Indet.,Indet.
606,Myristicaceae,Virola,sp.
607,Chrysobalanaceae,Couepia,uiti
608,Lauraceae,Nectandra,sp.
609,Indet.,Indet.,Indet.
610,Sapotaceae,Pradosia,glycyphloea
611,Indet.,Indet.,Indet.
612,Indet.,Indet.,Indet.
613,Lecythidaceae,Indet.,Indet.
614,Lauraceae,Indet.,Indet.
615,Simaroubaceae,Simaruba,amara
616,Leguminosae-Mim.,Enterolobium,timbouva
617,Leguminosae-Mim.,Inga,sp.
618,Sapotaceae,Manilkara,sp.
619,Guttiferae,Calophyllum,sp.
620,Burseraceae,Bursera,olmega
621,Leguminosae,Indet.,Indet.
622,Lecythidaceae,Indet.,Indet.
623,Leguminosae,Indet.,Indet.
624,Leguminosae,Indet.,Indet.
625,Lauraceae,Ocotea,indecora
626,Myrtaceae,Indet.,Indet.
627,Flacourtiaceae,Casearia,sp.
628,Apocynaceae,Indet.,Indet.
629,Combretaceae,Conocarpus,sp.
630,Indet.,Indet.,Indet.
631,Myristicaceae,Virola,sp.
632,Myrtaceae,Indet.,Indet.
633,Guttiferae,Calophyllum,sp.
634,Verbenaceae,Citharexylum,cinereum
635,Leguminosae,Indet.,Indet.
636,Cunoniaceae,Weinmannia,sp.
637,Myrsinaceae,Ardisia,sp.
638,Indet.,Indet.,Indet.
639,Nyctaginaceae,Pisonia,sp.
640,Apocynaceae,Aspidosperma,tomentosum
641,Myrtaceae,Indet.,Indet.
642,Indet.,Indet.,Indet.
643,Sapotaceae,Manilkara,sp.
644,Burseraceae,Protium,sp.
645,Bignoniaceae,Tabebuia,sp.
646,Moraceae,Artocarpus,integra
647,Indet.,Indet.,Indet.
