SpecimenID,Genus,Species,Family,Unnamed: 4
2477,Sterculia,pruriens,,
2478,Lophira,alata,,
2479,Ocotea,usambarensis,,
2480,Daniellia,ogea,,
2481,Antiaris,africana,,
2482,Guarea,cedrata,,
2483,Entandrophragma,utile,,
2484,Pycnanthus,angolensis,,
2485,Pericopsis,elata,,
2486,Quercus,cerris,,
2487,Pyrus,communis,,
2488,Albizia,ferruginea,,
2489,Tarrietia,utilis,,
2490,Anisoptera,sp.,,
2491,Podocarpus,guatemalensis,,
2492,Homalium,letestui,,
2493,Combretodendron,africanum,,
2494,Aquilaria,malaccensis,,
2495,Podocarpus,neriifolius,,
2496,Xylocarpus,granatum,,
2497,Aglaia,merostela,,
2498,Buchanania,lucida,,
2499,Anthocephalus,cadamba,,
2500,Buchanania,arborescens,,
2501,Murraya,paniculata,,
2502,Calophyllum,borneense,,
2503,Lumnitzera,littorea,,
2504,Pterospermum,stapfianum,,
2505,Planchonia,valida,,
2506,Entandrophragma,utile,,
2507,Lovoa,brownii,,
2508,Mildbraediodendron,excelsum,,
2509,Ptaeroxylon,obliquum,,
2510,Erythrophleum,suaveolens,,
2511,Morus,lactea,,
2512,Cynometra,alexandri,,
2513,Entandrophragma,cylindricum,,
2514,Alstonia,congensis,,
2515,Khaya,anthotheca,,
2516,Entandrophragma,angolense,,
2517,Piptadeniastrum,africanum,,
2518,Kigelia,pinnata,,
2519,Quercus,margarettiae,,
2520,Ocotea,barcellensis,,
2521,Quercus,fusiformis,,
2522,Pseudotsuga,wilsoniana,,
2523,Sorbus,americana,,
2524,Sorbus,americana,,
2525,Aronia,melanocarpa,,
2526,Amelanchier,arborea,,
2527,Prunus,persica,,
2528,Sorbus,americana,,
2529,Prunus,persica,,
2530,Himatanthus,sucunba,,
2531,Aronia,floribunda,,
2532,Amelanchier,florida,,
2533,Amelanchier,arborea,,
2534,Malus,ioensis,,
2535,Himatanthus,sucunba,,
2536,Malus,ioensis,,
2537,Amelanchier,arborea,,
2538,Malus,pumila,,
2539,Crataegus,pedicellata,,
2540,Tabernaemontana,arcuata,,
2541,Malus,coronaria,,
2542,Malus,pumila,,
2543,Crataegus,doddsii,,
2544,Amelanchier,florida,,
2545,Tabernaemontana,olivacea,,
2546,Amelanchier,arborea,,
2547,Crataegus,saligna,,
2548,Crataegus,opima,,
2549,Crataegus,macracantha,,
2550,Crataegus,aestivalis,,
2551,Malus,pumila,,
2552,Pyrus,communis,,
2553,Tabernaemontana,sananho,,
2554,Holodiscus,discolor,,
2555,Cercocarpus,ledifolius,,
2556,Araucaria,bernieri,,
2557,Cercocarpus,ledifolius,,
2558,Nothofagus,aequilateralis,,
2559,Cercocarpus,ledifolius,,
2560,Cercocarpus,ledifolius,,
2561,Cercocarpus,ledifolius,,
2562,Cercocarpus,betuloides,,
2563,Cercocarpus,ledifolius,,
2564,Photinia,arbutifolia,,
2565,Stryphnodendron,guianense,,
2566,Cercocarpus,ledifolius,,
2567,Purshia,tridentata,,
2568,Cowania,mexicana,,
2569,Itoa,stapfii,,
2570,Cercocarpus,betuloides,,
2571,Photinia,arbutifolia,,
2572,Cercocarpus,betuloides,,
2573,Purshia,tridentata,,
2574,Cercocarpus,betuloides,,
2575,Hamamelis,virginiana,,
2576,Platanus,wrightii,,
2577,Platanus,occidentalis,,
2578,Hamamelis,virginiana,,
2579,Platanus,racemosa,,
2580,Platanus,occidentalis,,
2581,Platanus,occidentalis,,
2582,Platanus,occidentalis,,
2583,Platanus,occidentalis,,
2584,Platanus,racemosa,,
2585,Platanus,wrightii,,
2586,Platanus,occidentalis,,
2587,Hamamelis,virginiana,,
2588,Platanus,occidentalis,,
2589,Platanus,occidentalis,,
2590,Platanus,occidentalis,,
2591,Lyonothamnus,floribundus,,
2592,Lyonothamnus,floribundus,,
2593,Liquidambar,styraciflua,,
2594,Liquidambar,styraciflua,,
2595,Liquidambar,styraciflua,,
2596,Liquidambar,styraciflua,,
2597,Liquidambar,styraciflua,,
2598,Osmaronia,cerasiformis,,
2599,Liquidambar,styraciflua,,
2600,Liquidambar,styraciflua,,
2601,Castanea,crenata,,
2602,Liquidambar,styraciflua,,
2603,Liquidambar,styraciflua,,
2604,Liquidambar,styraciflua,,
2605,Liquidambar,styraciflua,,
2606,Liquidambar,styraciflua,,
2607,Sassafras,albidium,,
2608,Lindera,benzoin,,
2609,Alstonia,sp.,,
2610,Sassafras,albidium,,
2611,Persea,borbonia,,
2612,Umbellularia,californica,,
2613,Sassafras,albidium,,
2614,Sassafras,albidium,,
2615,Sassafras,albidium,,
2616,Umbellularia,californica,,
2617,Persea,borbonia,,
2618,Umbellularia,californica,,
2619,Umbellularia,californica,,
2620,Sassafras,albidium,,
2621,Sassafras,albidium,,
2622,Umbellularia,californica,,
2623,Umbellularia,californica,,
2624,Umbellularia,californica,,
2625,Beilschmiedia,sp.,,
2626,Sassafras,albidium,,
2627,Lophopetalum,beccarianum,,
2628,Ilex,glabra,,
2629,Ilex,verticillata,,
2630,Sindora,leiocarpa,,
2631,Ilex,glabra,,
2632,Ilex,decidua,,
2633,Chionanthus,virginicus,,
2634,Ilex,cassine,,
2635,Ilex,decidua,,
2636,Ilex,opaca,,
2637,Ilex,vomitoria,,
2638,Astrocaryum,tucuma,,
2639,Ilex,opaca,,
2640,Ilex,opaca,,
2641,Viburnum,opulus,,
2642,Euonymus,atropurpureus,,
2643,Celastrus,scandens,,
2644,Euonymus,atropurpureus,,
2645,Cliftonia,monophylla,,
2646,Rhus,sp.,,
2647,Rhus,copallina,,
2648,Cotinus,obovatus,,
2649,Rhus,copallina,,
2650,Rhus,typhina,,
2651,Rhus,typhina,,
2652,Cotinus,obovatus,,
2653,Rhus,copallina,,
2654,Rhus,typhina,,
2655,Rhus,typhina,,
2656,Rhus,typhina,,
2657,Rhus,copallina,,
2658,Rhus,laurina,,
2659,Toxicodendron,radicans,,
2660,Rhus,typhina,,
2661,Rhus,ovata,,
2662,Rhus,glabra,,
2663,Rhus,typhina,,
2664,Rhus,glabra,,
2665,Rhus,copallina,,
2666,Ceratiola,ericoides,,
2667,Ceratiola,ericoides,,
2668,Hypericum,fasciculatum,,
2669,Hypericum,fasciculatum,,
2670,Fremontia,californica,,
2671,Swietenia,mahagoni,,
2672,Tsuga,chinensis,,
2673,Cunninghamia,konishii,,
2674,Dalbergia,sp.,,
2675,Taiwania,cryptomerioides,,
2676,Swietenia,mahagoni,,
2677,Ailanthus,altissima,,
2678,Quercus,ilicifolia,,
2679,Ailanthus,altissima,,
2680,Ailanthus,altissima,,
2681,Ailanthus,altissima,,
2682,Chamaecyparis,formosensis,,
2683,Koeberlinia,spinosa,,
2684,Chamaecyparis,obtusa,,
2685,Bulnesia,arborea,,
2686,Tabernaemontana,sananho,,
2687,Michelia,formosana,,
2688,Koeberlinia,spinosa,,
2689,Ailanthus,altissima,,
2690,Ailanthus,altissima,,
2691,Actinodaphne,nantoensis,,
2692,Lacmellea,arborescens,,
2693,Robinia,neo-mexicana,,
2694,Robinia,pseudoacacia,,
2695,Ptelea,trifoliata,,
2696,Gordonia,lasianthus,,
2697,Robinia,pseudoacacia,,
2698,Robinia,pseudoacacia,,
2699,Gordonia,lasianthus,,
2700,Zanthoxylum,clava-herculis,,
2701,Robinia,pseudoacacia,,
2702,Citrus,aurantium,,
2703,Zanthoxylum,clava-herculis,,
2704,Zanthoxylum,clava-herculis,,
2705,Zanthoxylum,clava-herculis,,
2706,Zanthoxylum,clava-herculis,,
2707,Lacmellea,arborescens,,
2708,Porlieria,angustifolia,,
2709,Robinia,pseudoacacia,,
2710,Robinia,pseudoacacia,,
2711,Gymnocladus,dioicus,,
2712,Gymnocladus,dioicus,,
2713,Parkinsonia,aculeata,,
2714,Indigofera,sp.,,
2715,Parkinsonia,aculeata,,
2716,Cladrastis,kentukea,,
2717,Gymnocladus,dioicus,,
2718,Guibourtia,sousae,,
2719,Parkinsonia,aculeata,,
2720,Cercis,canadensis,,
2721,Parkinsonia,aculeata,,
2722,Cercidium,microphylla,,
2723,Cercis,canadensis,,
2724,Vitis,sp.,,
2725,Vitis,sp.,,
2726,Calyptranthes,sp.,,
2727,Rhizophora,mangle,,
2728,Calyptranthes,sp.,,
2729,Rhizophora,mangle,,
2730,Rhizophora,mangle,,
2731,Aralia,spinosa,,
2732,Vitis,vulpina,,
2733,Rhizophora,mangle,,
2734,Dirca,palustris,,
2735,Rhizophora,mangle,,
2736,Rhizophora,mangle,,
2737,Aralia,spinosa,,
2738,Aralia,spinosa,,
2739,Vitis,sp.,,
2740,Opuntia,sp.,,
2741,Opuntia,sp.,,
2742,Tilia,americana,,
2743,Tilia,americana,,
2744,Tilia,americana,,
2745,Tilia,americana,,
2746,Tilia,americana,,
2747,Tilia,americana,,
2748,Tilia,sp.,,
2749,Tilia,americana,,
2750,Tilia,heterophylla,,
2751,Alnus,glabrata,,
2752,Tilia,americana,,
2753,Vitis,riparia,,
2754,Pinus,palustris,,
2755,Tilia,heterophylla,,
2756,Clematis,dioscoreifolia,,
2757,Tilia,americana,,
2758,Tilia,americana,,
2759,Tabebuia,sp.,,
2760,Ceanothus,arboreus,,
2761,Rhamnus,crocea,,
2762,Rhamnus,purshiana,,
2763,Reynosia,septentrionalis,,
2764,Berchemia,scandens,,
2765,Lacmellea,pygmaea,,
2766,Rhamnus,purshiana,,
2767,Rhamnus,purshiana,,
2768,Rhamnus,purshiana,,
2769,Colubrina,elliptica,,
2770,Rhamnus,purshiana,,
2771,Rhamnus,crocea,,
2772,Ceanothus,sp.,,
2773,Rhamnus,purshiana,,
2774,Rhamnus,purshiana,,
2775,Rhamnus,purshiana,,
2776,Rhamnus,purshiana,,
2777,Rhamnus,purshiana,,
2778,Rhamnus,lanceolata,,
2779,Aesculus,glabra,,
2780,Aesculus,glabra,,
2781,Aesculus,californica,,
2782,Aesculus,octandra,,
2783,Aesculus,glabra,,
2784,Aesculus,glabra,,
2785,Aesculus,glabra,,
2786,Aesculus,californica,,
2787,Aesculus,octandra,,
2788,Sapindus,drummondii,,
2789,Aesculus,californica,,
2790,Aesculus,californica,,
2791,Aesculus,glabra,,
2792,Aesculus,octandra,,
2793,Sapindus,marginatus,,
2794,Aesculus,octandra,,
2795,Aesculus,glabra,,
2796,Aesculus,octandra,,
2797,Acer,rubrum,,
2798,Acer,rubrum,,
2799,Acer,rubrum,,
2800,Acer,rubrum,,
2801,Acer,rubrum,,
2802,Platycyamus,regnelli,,
2803,Acer,rubrum,,
2804,Acer,rubrum,,
2805,Acer,rubrum,,
2806,Acer,rubrum,,
2807,Acer,rubrum,,
2808,Acer,rubrum,,
2809,Cornus,nuttallii,,
2810,Acer,rubrum,,
2811,Acer,rubrum,,
2812,Acer,rubrum,,
2813,Acer,rubrum,,
2814,Acer,rubrum,,
2815,Acer,rubrum,,
2816,Rhamnus,purshiana,,
2817,Acer,negundo,,
2818,Acer,negundo,,
2819,Acer,saccharinum,,
2820,Acer,saccharinum,,
2821,Acer,negundo,,
2822,Acer,negundo,,
2823,Acer,negundo,,
2824,Acer,negundo,,
2825,Acer,negundo,,
2826,Acer,negundo,,
2827,Acer,rubrum,,
2828,Schaefferia,frutescens,,
2829,Acer,rubrum,,
2830,Acer,rubrum,,
2831,Copaifera,officinalis,,
2832,Acer,saccharinum,,
2833,Acer,negundo,,
2834,Acer,rubrum,,
2835,Holodiscus,discolor,,
2836,Acer,saccharinum,,
2837,Acer,saccharum,,
2838,Copaifera,officinalis,,
2839,Acer,saccharum,,
2840,Acer,saccharum,,
2841,Acer,saccharum,,
2842,Guilandina,echinata,,
2843,Acer,saccharum,,
2844,Myroxylon,peruiferum,,
2845,Acer,saccharum,,
2846,Acer,saccharum,,
2847,Acer,saccharum,,
2848,Nectandra,sp.,,
2849,Acer,saccharum,,
2850,Acer,saccharum,,
2851,Acer,saccharum,,
2852,Abies,cephalonica,,
2853,Acer,nigrum,,
2854,Acer,saccharum,,
2855,Microberlinia,brazzavillensis,,
2856,Acer,saccharum,,
2857,Podocarpus,dacrydioides,,
2858,Acer,nigrum,,
2859,Acer,pensylvanicum,,
2860,Acer,spicatum,,
2861,Zollernia,sp.,,
2862,Acer,spicatum,,
2863,Acer,pensylvanicum,,
2864,Acer,pensylvanicum,,
2865,Acer,pensylvanicum,,
2866,Acer,grandidentatum,,
2867,Acer,pensylvanicum,,
2868,Acer,negundo,,
2869,Acer,pensylvanicum,,
2870,Acer,macrophyllum,,
2871,Acer,glabrum,,
2872,Spondias,mombin,,
2873,Acer,macrophyllum,,
2874,Acer,glabrum,,
2875,Acer,macrophyllum,,
2876,Acer,glabrum,,
2877,Acer,circinatum,,
2878,Casearia,praecox,,
2879,Acer,macrophyllum,,
2880,Acer,macrophyllum,,
2881,Acer,macrophyllum,,
2882,Corylus,cornuta,,
2883,Acer,macrophyllum,,
2884,Fraxinus,americana,,
2885,Fraxinus,americana,,
2886,Fraxinus,americana,,
2887,Fraxinus,americana,,
2888,Fraxinus,americana,,
2889,Fraxinus,americana,,
2890,Fraxinus,americana,,
2891,Fraxinus,americana,,
2892,Fraxinus,americana,,
2893,Fraxinus,pennsylvanica,,
2894,Fraxinus,pennsylvanica,,
2895,Fraxinus,pennsylvanica,,
2896,Fraxinus,pennsylvanica,,
2897,Fraxinus,pennsylvanica,,
2898,Fraxinus,pennsylvanica,,
2899,Fraxinus,americana,,
2900,Fraxinus,americana,,
2901,Fraxinus,americana,,
2902,Fraxinus,pennsylvanica,,
2903,Fraxinus,americana,,
2904,Fraxinus,americana,,
2905,Fraxinus,pennsylvanica,,
2906,Fraxinus,americana,,
2907,Fraxinus,americana,,
2908,Fraxinus,americana,,
2909,Fraxinus,pennsylvanica,,
2910,Fraxinus,americana,,
2911,Fraxinus,pennsylvanica,,
2912,Fraxinus,pennsylvanica,,
2913,Fraxinus,americana,,
2914,Fraxinus,americana,,
2915,Fraxinus,americana,,
2916,Fraxinus,americana,,
2917,Fraxinus,americana,,
2918,Fraxinus,americana,,
2919,Fraxinus,americana,,
2920,Fraxinus,americana,,
2921,Fraxinus,americana,,
2922,Fraxinus,americana,,
2923,Fraxinus,americana,,
2924,Fraxinus,pennsylvanica,,
2925,Fraxinus,pennsylvanica,,
2926,Halesia,carolina,,
2927,Diospyros,virginiana,,
2928,Diospyros,virginiana,,
2929,Halesia,diptera,,
2930,Diospyros,virginiana,,
2931,Halesia,diptera,,
2932,Halesia,carolina,,
2933,Halesia,diptera,,
2934,Diospyros,virginiana,,
2935,Halesia,carolina,,
2936,Diospyros,virginiana,,
2937,Diospyros,virginiana,,
2938,Halesia,carolina,,
2939,Diospyros,texana,,
2940,Diospyros,virginiana,,
2941,Diospyros,virginiana,,
2942,Halesia,carolina,,
2943,Diospyros,virginiana,,
2944,Rhododendron,maximum,,
2945,Rhododendron,nudiflorum,,
2946,Larix,laricina,,
2947,Rhododendron,nudiflorum,,
2948,Bumelia,lycioides,,
2949,,,,
2950,Oxydendrum,arboreum,,
2951,Lyonia,nitida,,
2952,Oxydendrum,arboreum,,
2953,Kalmia,latifolia,,
2954,Kalmia,latifolia,,
2955,Bumelia,lanuginosa,,
2956,Bumelia,lanuginosa,,
2957,Bumelia,lanuginosa,,
2958,Corylus,americana,,
2959,Chloroluma,viridis,,
2960,Cercis,canadensis,,
2961,Oxydendrum,arboreum,,
2962,Kalmia,latifolia,,
2963,Astronium,ulei,,
2964,Bumelia,lanuginosa,,
2965,Oxydendrum,arboreum,,
2966,Juniperus,occidentalis,,
2967,Bumelia,tenax,,
2968,Bumelia,lycioides,,
2969,Celtis,occidentalis,,
2970,Oxydendrum,arboreum,,
2971,Oxydendrum,arboreum,,
2972,Vaccinium,sp.,,
2973,Ardisia,excallonioides,,
2974,Rhododendron,maximum,,
2975,Rhododendron,maximum,,
2976,Arctostaphylos,pungens,,
2977,Vaccinium,arboreum,,
2978,Arctostaphylos,manzanita,,
2979,Ardisia,excallonioides,,
2980,Mastichodendron,foetidissimum,,
2981,Lyonia,ferruginea,,
2982,Mastichodendron,foetidissimum,,
2983,Arbutus,menziesii,,
2984,Arctostaphylos,sp.,,
2985,Vaccinium,arboreum,,
2986,Ulmus,rubra,,
2987,Arctostaphylos,pungens,,
2988,Arbutus,menziesii,,
2989,Vaccinium,arboreum,,
2990,Arbutus,menziesii,,
2991,Lyonia,ferruginea,,
2992,Arbutus,menziesii,,
2993,Arbutus,menziesii,,
2994,Arbutus,menziesii,,
2995,Arbutus,menziesii,,
2996,Arbutus,menziesii,,
2997,Arbutus,menziesii,,
2998,Ginkgo,biloba,,
2999,Nyssa,aquatica,,
3000,Nyssa,aquatica,,
3001,Nyssa,aquatica,,
3002,Nyssa,aquatica,,
3003,Nyssa,aquatica,,
3004,Nyssa,aquatica,,
3005,Nyssa,aquatica,,
3006,Nyssa,aquatica,,
3007,Nyssa,aquatica,,
3008,Nyssa,aquatica,,
3009,Nyssa,aquatica,,
3010,Nyssa,aquatica,,
3011,Nyssa,aquatica,,
3012,Nyssa,aquatica,,
3013,Nyssa,aquatica,,
3014,Nyssa,aquatica,,
3015,Nyssa,aquatica,,
3016,Nyssa,aquatica,,
3017,Nyssa,sylvatica,,
3018,Nyssa,sylvatica,,
3019,Cyrilla,racemiflora,,
3020,Nyssa,sylvatica,,
3021,Nyssa,sylvatica,,
3022,Nyssa,sylvatica,,
3023,Nyssa,sylvatica,,
3024,Nyssa,sylvatica,,
3025,Nyssa,sylvatica,,
3026,Nyssa,ogeche,,
3027,Nyssa,sylvatica,,
3028,Nyssa,sylvatica,,
3029,Nyssa,ogeche,,
3030,Nyssa,sylvatica,,
3031,Nyssa,sylvatica,,
3032,Nyssa,sylvatica,,
3033,Nyssa,sylvatica,,
3034,Nyssa,sylvatica,,
3035,Nyssa,sp.,,
3036,Umbellularia,californica,,
3037,Maclura,pomifera,,
3038,Cornus,florida,,
3039,Cornus,florida,,
3040,Cornus,florida,,
3041,Prunus,persica,,
3042,Cornus,alternifolia,,
3043,Cornus,florida,,
3044,Cornus,florida,,
3045,Apuleia,leiocarpa,,
3046,Cornus,florida,,
3047,Pterodon,pubescens,,
3048,Forestiera,acuminata,,
3049,Cornus,nuttallii,,
3050,Pterocarpus,lucens,,
3051,Cornus,nuttallii,,
3052,Cornus,nuttallii,,
3053,Cornus,nuttallii,,
3054,Cornus,nuttallii,,
3055,Berberis,thunbergii,,
3056,Swietenia,macrophylla,,
3057,Cornus,florida,,
3058,Cornus,florida,,
3059,Cornus,florida,,
3060,Cornus,nuttallii,,
3061,Cornus,florida,,
3062,Carica,papaya,,
3063,Cornus,florida,,
3064,Viburnum,prunifolium,,
3065,Staphylea,trifolia,,
3066,Viburnum,sp.,,
3067,Staphylea,bolanderii,,
3068,Sambucus,canadensis,,
3069,Viburnum,rufidulum,,
3070,Sambucus,cerulea,,
3071,Carya,illinoensis,,
3072,Viburnum,rufidulum,,
3073,Viburnum,lentago,,
3074,Sambucus,canadensis,,
3075,Sambucus,cerulea,,
3076,Sambucus,cerulea,,
3077,Sambucus,cerulea,,
3078,Sambucus,cerulea,,
3079,Khaya,nyasica,,
3080,Sambucus,cerulea,,
3081,Viburnum,lentago,,
3082,Viburnum,prunifolium,,
3083,Yucca,sp.,,
3084,Catalpa,speciosa,,
3085,Catalpa,speciosa,,
3086,Catalpa,speciosa,,
3087,Catalpa,speciosa,,
3088,Catalpa,speciosa,,
3089,Brahea,dulcis,,
3090,Lovoa,swynnertonii,,
3091,Catalpa,speciosa,,
3092,Catalpa,speciosa,,
3093,Catalpa,speciosa,,
3094,Catalpa,speciosa,,
3095,Catalpa,speciosa,,
3096,Catalpa,speciosa,,
3097,Catalpa,bignonioides,,
3098,Catalpa,bignonioides,,
3099,Catalpa,speciosa,,
3100,Catalpa,speciosa,,
3101,Catalpa,speciosa,,
3102,Avicennia,germinans,,
3103,Avicennia,germinans,,
3104,Cordia,sebestena,,
3105,Aulomyrcia,obtusa,,
3106,Avicennia,germinans,,
3107,Paulownia,tomentosa,,
3108,Osmanthus,americanus,,
3109,Osmanthus,americanus,,
3110,Osmanthus,americanus,,
3111,,,,
3112,Fraxinus,quadrangulata,,
3113,Cercidiphyllum,japonicum,,
3114,Cinnamomum,micranthum,,
3115,Fraxinus,quadrangulata,,
3116,Syringa,vulgaris,,
3117,Chionanthus,virginicus,,
3118,Fraxinus,quadrangulata,,
3119,Chionanthus,virginicus,,
3120,,,,
3121,Fraxinus,quadrangulata,,
3122,Hymenolobium,excelsum,,
3123,Forestiera,acuminata,,
3124,Forestiera,segregata,,
3125,Fraxinus,americana,,
3126,Forestiera,acuminata,,
3127,Fraxinus,americana,,
3128,Syringa,vulgaris,,
3129,,,,
3130,Quercus,falcata,,
3131,Gossypium,drynarioides,,
3132,Fraxinus,quadrangulata,,
3133,Fraxinus,dipetala,,
3134,Fraxinus,tomentosa,,
3135,Fraxinus,americana,,
3136,Fraxinus,tomentosa,,
3137,Fraxinus,oregona,,
3138,Fraxinus,quadrangulata,,
3139,Syringa,vulgaris,,
3140,Fraxinus,velutina,,
3141,Triomma,malaccensis,,
3142,Fraxinus,oregona,,
3143,Fraxinus,oregona,,
3144,Trema,mollis,,
3145,Fraxinus,americana,,
3146,Washingtonia,filifera,,
3147,Sabal,palmetto,,
3148,Fraxinus,pennsylvanica,,
3149,Fraxinus,pennsylvanica,,
3150,Sabal,palmetto,,
3151,Cocos,nucifera,,
3152,Fraxinus,caroliniana,,
3153,Fraxinus,nigra,,
3154,Fraxinus,pennsylvanica,,
3155,Fraxinus,nigra,,
3156,Fraxinus,nigra,,
3157,Fraxinus,texensis,,
3158,Fraxinus,texensis,,
3159,Fraxinus,pennsylvanica,,
3160,Fraxinus,texensis,,
3161,Fraxinus,nigra,,
3162,Fraxinus,pennsylvanica,,
3163,Fraxinus,nigra,,
3164,Yucca,sp.,,
3165,Fraxinus,texensis,,
3166,Zanthoxylum,americanum,,
3167,Sabal,sp.,,
3168,Olea,sp.,,
3169,Fraxinus,texensis,,
3170,Fraxinus,nigra,,
3171,Fraxinus,pennsylvanica,,
3172,Fraxinus,pennsylvanica,,
3173,Sabal,palmetto,,
3174,Fraxinus,caroliniana,,
3175,Fraxinus,nigra,,
3176,Fraxinus,caroliniana,,
3177,Albizia,lebbek,,
3178,Bambusa,sp.,,
3179,Staphylea,trifolia,,
3180,Arundo,sp.,,
3181,Yucca,aloifolia,,
3182,Smilax,rotundifolia,,
3183,Machilus,arisanensis,,
3184,Dysoxylum,fraserianum,,
3185,Hibiscus,elatus,,
3186,Machilus,kusanoi,,
3187,Magnolia,soulangeana,,
3188,Avicennia,marina,,
3189,Hernandia,ovigera,,
3190,Aucoumea,klaineana,,
3191,Lagerstroemia,subcostata,,
3192,Fraxinus,pennsylvanica,,
3193,Entandrophragma,candollei,,
3194,Juglans,regia,,
3195,Mimusops,sp.,,
3196,Pisonia,umbellifera,,
3197,Calycophyllum,multiflorum,,
3198,Bagassa,tiliaefolia,,
3199,Chamaecyparis,taiwanensis,,
3200,Pinus,armandii,,
3201,Diospyros,sp.,,
3202,Helicia,formosana,,
3203,Adinandra,formosana,,
3204,Elaeocarpus,kobanmochi,,
3205,Beilschmiedia,curviramea,,
3206,Licania,platypus,,
3207,Vatairea,sp.,,
3208,Sapium,sp.,,
3209,Cedrela,sp.,,
3210,Chrysophyllum,cainito,,
3211,Sterculia,apetala,,
3212,Elaeocarpus,makinoi,,
3213,Bellucia,grossularioides,,
3214,Lacmellea,arborescens,,
3215,Heritiera,littoralis,,
3216,Nicotiana,glauca,,
3217,Nicotiana,glauca,,
3218,Callicarpa,americana,,
3219,Casuarina,equisetifolia,,
3220,Casuarina,equisetifolia,,
3221,Casuarina,equisetifolia,,
3222,Ceratonia,siliqua,,
3223,Psidium,guajava,,
3224,Psidium,guajava,,
3225,Mangifera,indica,,
3226,Mangifera,indica,,
3227,Baccharis,glomeruliflora,,
3228,Cephalanthus,occidentalis,,
3229,Chamaecyparis,obtusa,,
3230,Chlorophora,tinctoria,,
3231,Eugenia,uvalha,,
3232,Lycium,carolinianum,,
3233,Cephalanthus,occidentalis,,
3234,Baccharis,glomeruliflora,,
3235,Pinus,banksiana,,
3236,Suriana,maritima,,
3237,Lagerstroemia,indica,,
3238,Lagerstroemia,indica,,
3239,Lycium,carolinianum,,
3240,Cephalanthus,occidentalis,,
3241,Rhabdadenia,biflora,,
3242,Salvia,leucantha,,
3243,Suriana,maritima,,
3244,Styrax,americana,,
3245,Gochnatia,hypoleuca,,
3246,Diospyros,sp.,,
3247,Kleinhovia,hospita,,
3248,Macaranga,tanarius,,
3249,Sapium,discolor,,
3250,Daphniphyllum,oldhami,,
3251,Juniperus,barbadensis,,
3252,Eriobotrya,deflexa,,
3253,Eriobotrya,deflexa,,
3254,Acacia,confusa,,
3255,Santalum,lanceolatum,,
3256,Cassia,fistula,,
3257,Alnus,formosana,,
3258,Castanopsis,carlesii,,
3259,Lithocarpus,uraianus,,
3260,Castanopsis,kawakamii,,
3261,Trema,orientalis,,
3262,Ficus,cuspidato-caudata,,
3263,Ficus,harlandi,,
3264,Ficus,religiosa,,
3265,Ficus,retusa,,
3266,Ilex,formosana,,
3267,Zanthoxylum,ailanthoides,,
3268,Murraya,paniculata,,
3269,Aglaia,formosana,,
3270,Koelreuteria,formosana,,
3271,Sapindus,mukorosi,,
3272,Rhus,succedanea,,
3273,Enterolobium,sp.,,
3274,Casearia,praecox,,
3275,Juglans,regia,,
3276,Lacmellea,arborescens,,
3277,Guatteria,hyposericea,,
3278,Tilia,kiusiana,,
3279,Engelhardia,roxburghiana,,
3280,Schefflera,octophylla,,
3281,Agalma,taiwanianum,,
3282,Diospyros,maritima,,
3283,Diospyros,morrisiana,,
3284,Bocageopsis,multiflora,,
3285,Lysiloma,latisiliqua,,
3286,Diospyros,utilis,,
3287,Juglans,regia,,
3288,Guaiacum,officinale,,
3289,Erythrina,tahitensis,,
3290,Acacia,koa,,
3291,Morinda,citrifolia,,
3292,Maba,buxifolia,,
3293,Xylosma,hawaiense,,
3294,Elaeocarpus,bifidus,,
3295,Yucca,sp.,,
3296,Charpentiera,ovata,,
3297,Zanthoxylum,dipetalum,,
3298,Peltophorum,dubium,,
3299,Myoporum,sandwicense,,
3300,Straussia,hawaiiensis,,
3301,Pisonia,sandwicensis,,
3302,Cheirodendron,gaudichaudii,,
3303,Eucalyptus,goniocalyx,,
3304,Caesalpinia,ferrugineum,,
3305,Mezoneuron,kauaiense,,
3306,Colubrina,oppositifolia,,
3307,Tetraplasandra,waimeae,,
3308,Santalum,pyrularium,,
3309,Samanea,saman,,
3310,Osmanthus,sandwicensis,,
3311,,,,
3312,Cryptocarya,mannii,,
3313,Straussia,oncocarpa,,
3314,Jambosa,malaccensis,,
3315,Suttonia,lessertiana,,
3316,Pittosporum,kauaiense,,
3317,Pelea,cinerea,,
3318,Solanum,sandwicense,,
3319,Coprosma,rhynchocarpa,,
3320,Solanum,sandwicense,,
3321,Euphoria,longana,,
3322,Zanthoxylum,kauaiense,,
3323,Santalum,ellipticum,,
3324,Plectronia,odorata,,
3325,Psychotria,hexandra,,
3326,Metrosideros,polymorpha,,
3327,Zanthoxylum,oahuense,,
3328,Pittosporum,sp.,,
3329,Coffea,arabica,,
3330,Rhodognaphalopsis,flaviflora,,
3331,Dodonaea,viscosa,,
3332,Wikstroemia,sandwicensis,,
3333,Rosa,sp.,,
3334,Syzygium,sandwicense,,
3335,Eucalyptus,gummifera,,
3336,Cyathodes,tameiameia,,
3337,Diospyros,sandwicensis,,
3338,Pittosporum,glomeratum,,
3339,Gardenia,brighamii,,
3340,Neraudia,melastomaefolia,,
3341,Pittosporum,hosmeri,,
3342,Pittosporum,sp.,,
3343,Pittosporum,kauaiense,,
3344,Grevillea,robusta,,
3345,Chamaecyparis,pisifera,,
