SpecimenID,Genus,Species,Family,Unnamed: 4
30788,Cariniana,micrantha,,
30789,Cariniana,multiflora,,
30790,Cariniana,multiflora,,
30791,Cariniana,pachyantha,,
30792,Cariniana,pyriformis,,
30793,Couratari,coriacea,,
30794,Couratari,coriacea,,
30795,Couratari,fagifolia,,
30796,Couratari,krukovii,,
30797,Couratari,martiana,,
30798,Couratari,pulchra,,
30799,Couratari,pulchra,,
30800,Couratari,stellata,,
30801,Couratari,stellata,,
30802,Couratari,tenuicarpa,,
30803,Couroupita,amazonica,,
30804,Couroupita,froesii,,
30805,Couroupita,guianensis,,
30806,Couroupita,guianensis,,
30807,Couroupita,nicaraguarensis,,
30808,Couroupita,nicaraguarensis,,
30809,Couroupita,parviflora,,
30810,Couroupita,surinamensis,,
30811,Foetidia,mauritiana,,
30812,Gustavia,poeppigiana,,
30813,Gustavia,augusta,,
30814,Gustavia,poeppigiana,,
30815,Gustavia,augusta,,
30816,Gustavia,poeppigiana,,
30817,Gustavia,augusta,,
30818,Gustavia,poeppigiana,,
30819,Gustavia,poeppigiana,,
30820,Gustavia,augusta,,
30821,Gustavia,hexapetala,,
30822,Gustavia,hexapetala,,
30823,Gustavia,poeppigiana,,
30824,Gustavia,calycaris,,
30825,Gustavia,augusta,,
30826,Gustavia,pulchra,,
30827,Gustavia,pulchra,,
30828,Gustavia,exima,,
30829,Gustavia,foliosa,,
30830,Gustavia,speciosa,,
30831,Gustavia,poeppigiana,,
30832,Gustavia,sp.,,
30833,Gustavia,sp.,,
30834,Grias,cauliflora,,
30835,Grias,sp.,,
30836,Holopyxidium,jarana,,
30837,Holopyxidium,jarana,,
30838,Lecythis,amazonum,,
30839,,,,
30840,Lecythis,andina,,
30841,Lecythis,minor,,
30842,Lecythis,corrugata,,
30843,Lecythis,gigantea,,
30844,Lecythis,itanensis,,
30845,Lecythis,paraensis,,
30846,Lecythis,pisonis,,
30847,Lecythis,minor,,
30848,Lecythis,sp.,,
30849,Lecythis,sp.,,
30850,Lecythis,sp.,,
30851,Lecythis,sp.,,
30852,Eschweilera,amara,,
30853,Eschweilera,calyculata,,
30854,Eschweilera,calyculata,,
30855,Eschweilera,calyculata,,
30856,Eschweilera,calyculata,,
30857,Eschweilera,calyculata,,
30858,Eschweilera,cincta,,
30859,Eschweilera,coriacea,,
30860,Eschweilera,coriacea,,
30861,Eschweilera,coriacea,,
30862,Eschweilera,coriacea,,
30863,Eschweilera,coriacea,,
30864,Eschweilera,corrugata,,
30865,Eschweilera,iquitesensis,,
30866,Eschweilera,iquitesensis,,
30867,Eschweilera,longipes,,
30868,Minquartia,guianensis,,
30869,Eschweilera,matamata,,
30870,Eschweilera,obversa,,
30871,Eschweilera,odora,,
30872,Eschweilera,odora,,
30873,Eschweilera,odora,,
30874,Eschweilera,odora,,
30875,Eschweilera,odora,,
30876,Eschweilera,bogotensis,,
30877,Eschweilera,pachyderma,,
30878,Eschweilera,pachysepala,,
30879,Eschweilera,polyantha,,
30880,Eschweilera,rhododendrifloia,,
30881,Eschweilera,rorida,,
30882,Eschweilera,sclerophylla,,
30883,Eschweilera,sifontesii,,
30884,Eschweilera,sifontesii,,
30885,Eschweilera,sifontesii,,
30886,Eschweilera,spruceana,,
30887,Eschweilera,truncata,,
30888,Eschweilera,truncata,,
30889,Eschweilera,sp.,,
30890,Eschweilera,sp.,,
30891,Eschweilera,sp.,,
30892,Eschweilera,sp.,,
30893,Eschweilera,sp.,,
30894,Eschweilera,sp.,,
30895,Eschweilera,sp.,,
30896,Lecythis,ollaria,,
30897,Lecythis,ollaria,,
30898,Lecythis,paraensis,,
30899,Napoleona,leonensis,,
30900,Planchonia,spectabilis,,
30901,Planchonia,valida,,
30902,Apodytes,dimidiata,,
30903,Apodytes,dimidiata,,
30904,Apodytes,hazomaitso,,
30905,Calatola,venezuelana,,
30906,Discophora,guianensis,,
30907,Discophora,guianensis,,
30908,Discophora,guianensis,,
30909,Emmotum,glabrum,,
30910,Gonocaryum,calleryanum,,
30911,Gonocaryum,melanocarpum,,
30912,Gonocaryum,tarlaccum,,
30913,Leptaulus,citroides,,
30914,Mappia,racemosa,,
30915,Poraqueiba,guianensis,,
30916,Poraqueiba,sericea,,
30917,Poraqueiba,sp.,,
30918,Stemonurus,cumingianus,,
30919,Actinodaphne,sp.,,
30920,Actinodaphne,cf. pruninosa,,
30921,Actinodaphne,sp.,,
30922,Aiouea,bambillensis,,
30923,Aniba,bracteata,,
30924,Aniba,burchellii,,
30925,Aniba,canelilla,,
30926,Aniba,canelilla,,
30927,Aniba,canelilla,,
30928,Aniba,canelilla,,
30929,Aniba,riparia,,
30930,Aniba,muca,,
30931,Aniba,parviflora,,
30932,Aniba,puchury-minor,,
30933,Aniba,puchury-minor,,
30934,Aniba,puchury-minor,,
30935,Aniba,rosaeodora,,
30936,Aniba,rosaeodora,,
30937,Aniba,rosaeodora,,
30938,Aniba,salicifolia,,
30939,Aniba,trinitatis,,
30940,Aniba,sp.,,
30941,Aniba,sp.,,
30942,Aniba,sp.,,
30943,Apollonias,oppositifolia,,
30944,Apollonias,velutina,,
30945,Beilschmiedia,brasiliensis,,
30946,Beilschmiedia,cairocan,,
30947,Beilschmiedia,mannii,,
30948,Beilschmiedia,mannii,,
30949,Beilschmiedia,obtusifolia,,
30950,Beilschmiedia,roxburghiana,,
30951,Casearia,arborea,,
30952,Beilschmiedia,tarairi,,
30953,Beilschmiedia,sp.,,
30954,Beilschmiedia,sp.,,
30955,Cinnamomum,camphora,,
30956,Cinnamomum,camphora,,
30957,Protium,icicariba,,
30958,Cinnamomum,camphora,,
30959,Cinnamomum,camphora,,
30960,Cinnamomum,camphora,,
30961,Cinnamomum,camphora,,
30962,Cinnamomum,camphora,,
30963,Cinnamomum,camphora,,
30964,Cinnamomum,caudatum,,
30965,Cinnamomum,cinerium,,
30966,Cinnamomum,glanduliferum,,
30967,Cinnamomum,iners,,
30968,Cinnamomum,inunctum,,
30969,Cinnamomum,mollisimum,,
30970,Cinnamomum,obtusifolium,,
30971,Cinnamomum,parthenoxylon,,
30972,Cinnamomum,parthenoxylon,,
30973,Cinnamomum,tavoyanum,,
30974,Cinnamomum,zeylanicum,,
30975,Cinnamomum,sp.,,
30976,Cryptocarya,erythroxylon,,
30977,Cryptocarya,erythroxylon,,
30978,Cryptocarya,griffithiana,,
30979,Cryptocarya,mannii,,
30980,Cryptocarya,oblata,,
30981,Cryptocarya,perrieri,,
30982,Cryptocarya,rubra,,
30983,Cryptocarya,thouvenotii,,
30984,Cryptocarya,thouvenotii,,
30985,Cryptocarya,vacciniifolia,,
30986,Cryptocarya,sp.,,
30987,Cryptocarya,sp.,,
30988,Cryptocarya,sp.,,
30989,Cryptocarya,sp.,,
30990,Cryptocarya,sp.,,
30991,Cryptocarya,sp.,,
30992,Dehaasia,elliptica,,
30993,Dehaasia,microcarpa,,
30994,Dehaasia,sp.,,
30995,Dehaasia,sp.,,
30996,Endiandra,palmerstoni,,
30997,Endiandra,palmerstoni,,
30998,Endlicheria,anomala,,
30999,Endlicheria,anomala,,
31000,Endlicheria,anomala,,
31001,Endlicheria,anomala,,
31002,Endlicheria,boliviensis,,
31003,Endlicheria,dysodantha,,
31004,Endlicheria,hirsuta,,
31005,Endlicheria,lhotzkyi,,
31006,Endlicheria,macrophylla,,
31007,Endlicheria,multiflora,,
31008,Endlicheria,szyszylowiczii,,
31009,Endlicheria,williamsii,,
31010,Endlicheria,williamsii,,
31011,Endlicheria,sp.,,
31012,Eusideroxylon,malagangai,,
31013,Eusideroxylon,zwageri,,
31014,Hypodaphnis,zenkeri,,
31015,Laurus,nobilis,,
31016,Licaria,amara,,
31017,Licaria,armeniaca,,
31018,Licaria,armeniaca,,
31019,Licaria,aurea,,
31020,Licaria,canella,,
31021,Licaria,cayennensis,,
31022,Licaria,cymbarum,,
31023,Licaria,cymbarum,,
31024,Licaria,limbosa,,
31025,Licaria,multiflora,,
31026,Licaria,multiflora,,
31027,Licaria,polyphylla,,
31028,Licaria,triandra,,
31029,Licaria,sp.,,
31030,Lindera,benzoin,,
31031,Lindera,bifarea,,
31032,Lindera,lucida,,
31033,Litsea,calicaris,,
31034,Litsea,castanea,,
31035,Litsea,castanea,,
31036,Litsea,curtisii,,
31037,Litsea,firma,,
31038,Litsea,glutinosa,,
31039,Litsea,grandis,,
31040,Litsea,grandis,,
31041,Litsea,grandis,,
31042,Litsea,grandis,,
31043,Litsea,machilifolia,,
31044,Litsea,megacarpa,,
31045,Litsea,norohae,,
31046,Litsea,polyantha,,
31047,Litsea,reticulata,,
31048,Litsea,sp.,,
31049,Litsea,sp.,,
31050,Litsea,sp.,,
31051,Litsea,sp.,,
31052,Litsea,sp.,,
31053,Litsea,sp.,,
31054,Litsea,sp.,,
31055,Litsea,sp.,,
31056,Litsea,sp.,,
31057,Machilus,frueicosa,,
31058,Machilus,kusanoi,,
31059,Maclura,pomifera,,
31060,Machilus,thunbergii,,
31061,Machilus,thunbergii,,
31062,Machilus,villosa,,
31063,Machilus,sp.,,
31064,Mezilaurus,itauba,,
31065,Mezilaurus,navalium,,
31066,Mezilaurus,navalium,,
31067,Mezilaurus,navalium,,
31068,Nectandra,amazonum,,
31069,Nectandra,amazonum,,
31070,Nectandra,ambigens,,
31071,Nectandra,capnahuensis,,
31072,Nectandra,citrifolia,,
31073,Nectandra,citrifolia,,
31074,Nectandra,cuspidata,,
31075,Mouriri,sp.,,
31076,Nectandra,laurel,,
31077,Nectandra,lucida,,
31078,Nectandra,membranacea,,
31079,Nectandra,pichurim,,
31080,Nectandra,rectinervia,,
31081,Nectandra,reticulata,,
31082,Nectandra,robusta,,
31083,Nectandra,savannarum,,
31084,Nectandra,sp.,,
31085,Nectandra,sp.,,
31086,Nectandra,sp.,,
31087,Nectandra,sp.,,
31088,Nectandra,sp.,,
31089,Nectandra,sp.,,
31090,Nectandra,sp.,,
31091,Nectandra,sp.,,
31092,Nectandra,sp.,,
31093,Ocotea,adenotrachelium,,
31094,Ocotea,adenotrachelium,,
31095,Ocotea,adenotrachelium,,
31096,Ocotea,adenotrachelium,,
31097,Ocotea,albida,,
31098,Ocotea,albida,,
31099,Ocotea,albida,,
31100,Ocotea,albida,,
31101,Ocotea,barcellensis,,
31102,Ocotea,bofo,,
31103,Ocotea,bofo,,
31104,Ocotea,canaliculata,,
31105,Ocotea,brevipes,,
31106,Ocotea,bullata,,
31107,Ocotea,catesbyana,,
31108,Ocotea,caudata,,
31109,Ocotea,chiapensis,,
31110,Ocotea,cooperi,,
31111,Ocotea,cooperi,,
31112,Ocotea,costulata,,
31113,Ocotea,cuprea,,
31114,Ocotea,cuprea,,
31115,Mezilaurus,sp.,,
31116,Ocotea,cuprea,,
31117,Ocotea,cymosa,,
31118,Ocotea,cymosa,,
31119,Ocotea,faucherei,,
31120,Ocotea,fragrantissima,,
31121,Ocotea,froesii,,
31122,Ocotea,glomerata,,
31123,Ocotea,grandifolia,,
31124,Ocotea,grandifolia,,
31125,Ocotea,grandifolia,,
31126,Ocotea,guianensis,,
31127,,,,
31128,Ocotea,laxiflora,,
31129,Ocotea,laxiflora,,
31130,Ocotea,leucoxylon,,
31131,Ocotea,licanioides,,
31132,Ocotea,macrocarpa,,
31133,Ocotea,macrothyrsus,,
31134,Ocotea,marmellensis,,
31135,Ocotea,maynensis,,
31136,Ocotea,minutiflora,,
31137,Ocotea,nervosa,,
31138,Nectandra,sp.,,
31139,Ocotea,pallida,,
31140,Ocotea,wedeliana,,
31141,Ocotea,nicaraguensis,,
31142,Ocotea,platydisca,,
31143,Ocotea,platydisca,,
31144,Ocotea,puberula,,
31145,Ocotea,racemosa,,
31146,Ocotea,racemosa,,
31147,Ocotea,rodiaei,,
31148,Ocotea,rodiaei,,
31149,Ocotea,rodiaei,,
31150,Ocotea,rodiaei,,
31151,Ocotea,rubra,,
31152,Ocotea,rubra,,
31153,Ocotea,rubra,,
31154,Ocotea,rubrinervis,,
31155,Ocotea,schomburgkiana,,
31156,Ocotea,tenella,,
31157,Ocotea,tessmannii,,
31158,Ocotea,tessmannii,,
31159,Ocotea,thouvenotii,,
31160,Ocotea,trianae,,
31161,Ocotea,trichophlebia,,
31162,Ocotea,wachenheimii,,
31163,Ocotea,sp.,,
31164,Ocotea,sp.,,
31165,Ocotea,sp.,,
31166,Ocotea,sp.,,
31167,Ocotea,sp.,,
31168,Ocotea,sp.,,
31169,Ocotea,sp.,,
31170,Ocotea,sp.,,
31171,Ocotea,sp.,,
31172,Ocotea,sp.,,
31173,Ocotea,sp.,,
31174,Ocotea,sp.,,
31175,Ocotea,sp.,,
31176,Ocotea,sp.,,
31177,Ocotea,sp.,,
31178,Ocotea,sp.,,
31179,Ocotea,sp.,,
31180,Ocotea,sp.,,
31181,Ocotea,sp.,,
31182,Ocotea,sp.,,
31183,Ocotea,sp.,,
31184,Ocotea,sp.,,
31185,Ocotea,sp.,,
31186,Ocotea,sp.,,
31187,Neolitsea,vidalii,,
31188,Nothaphoebe,malabonga,,
31189,Nothaphoebe,sp.,,
31190,Nothaphoebe,sp.,,
31191,Persea,americana,,
31192,Persea,americana,,
31193,Persea,americana,,
31194,Persea,americana,,
31195,Persea,borbonia,,
31196,Persea,borbonia,,
31197,Persea,caerula,,
31198,Persea,caerula,,
31199,Persea,caerula,,
31200,Persea,insignis,,
31201,Persea,palustris,,
31202,Persea,palustris,,
31203,Persea,palustris,,
31204,Persea,palustris,,
31205,Persea,sp.,,
31206,Croton,speciosus,,
31207,Persea,sp.,,
31208,Persea,sp.,,
31209,Phoebe,lumifolia,,
31210,Phoebe,opaca,,
31211,Phoebe,pichisensis,,
31212,Myrocarpus,sp.,,
31213,Phoebe,porosa,,
31214,Phoebe,sp.,,
31215,Phoebe,sp.,,
31216,Phoebe,sp.,,
31217,Pleurothyrium,krukovii,,
31218,Pleurothyrium,krukovii,,
31219,Pleurothyrium,nobile,,
31220,Virola,sp.,,
31221,Pleurothyrium,sp.,,
31222,Ravensara,crassifolia,,
31223,Ravensara,flavescens,,
31224,Ravensara,floribunda,,
31225,Ravensara,laevis,,
31226,Ravensara,ovalifolia,,
31227,Ravensara,pervillei,,
31228,Ravensara,retusa,,
31229,Ravensara,aromatica,,
31230,Sassafras,albidium,,
31231,Sassafras,albidium,,
31232,Sassafras,albidium,,
31233,Sassafras,albidium,,
31234,Sassafras,variifolium,,
31235,Umbellularia,californica,,
31236,Umbellularia,californica,,
31237,Umbellularia,californica,,
31238,Umbellularia,californica,,
31239,Umbellularia,californica,,
31240,Nectandra,sp.,,
31241,Nectandra,sp.,,
31242,,,,
31243,,,,
31244,Cojoba,cf. arborea,,
31245,Cojoba,cf. arborea,,
31246,Croton,caracasanus,,
31247,Croton,sp.,,
31248,Croton,hircinus,,
31249,Croton,gossypiifolius,,
31250,Croton,hircinus,,
31251,Zygia,sp.,,
31252,Zygia,glomerata,,
31253,Zygia,sp.,,
31254,Zygia,pilosula,,
31255,Zygia,latifolia,,
31256,Zygia,inaequalis,,
31257,Zygia,inaequalis,,
31258,Zygia,inaequalis,,
31259,Zygia,glomerata,,
31260,Zygia,divaricata,,
31261,Zygia,cognata,,
31262,Zygia,ampla,,
31263,Zollernia,sp.,,
31264,Zollernia,paraensis,,
31265,Zollernia,paraensis,,
31266,Zollernia,paraensis,,
31267,Zollernia,longisuspis,,
31268,Xylia,korrii,,
31269,Xylia,dolabriformis,,
31270,Wallaceodendron,celebicum,,
31271,Wallaceodendron,celebicum,,
31272,Wallaceodendron,celebicum,,
31273,Vouacapoua,pallidior,,
31274,Vouacapoua,americana,,
31275,Vouacapoua,americana,,
31276,Vouacapoua,americana,,
31277,Vouacapoua,americana,,
31278,Vouacapoua,americana,,
31279,Virgilia,oroboides,,
31280,Vatairea,sericea,,
31281,Vatairea,guianensis,,
31282,Vatairea,fusca,,
31283,Tephrosia,toxicaria,,
31284,Tephrosia,toxicaria,,
31285,Taralea,casiquiarensis,,
31286,Tamarindus,indica,,
31287,Tamarindus,indica,,
31288,Tamarindus,indica,,
31289,Tamarindus,indica,,
31290,Tamarindus,indica,,
31291,Tamarindus,indica,,
31292,Tamarindus,indica,,
31293,Tamarindus,indica,,
31294,Tachigalia,pubiflora,,
31295,Tachigalia,paniculata,,
31296,Tachigalia,paniculata,,
31297,Tachigalia,paniculata,,
31298,Tachigalia,rigida,,
31299,,,,
31300,Tachigalia,cavipes,,
31301,Swartzia,sp.,,
31302,Swartzia,simplex,,
31303,Swartzia,simplex,,
31304,Swartzia,simplex,,
31305,Swartzia,pittieri,,
31306,Swartzia,oblanceolata,,
31307,Swartzia,simplex,,
31308,Swartzia,oblanceolata,,
31309,Swartzia,recurva,,
31310,Swartzia,recurva,,
31311,Swartzia,pendula,,
31312,Swartzia,pendula,,
31313,Swartzia,panacoco,,
31314,Swartzia,lucida,,
31315,Swartzia,leptopetala,,
31316,Swartzia,leptopetala,,
31317,Swartzia,leptopetala,,
31318,Swartzia,leptopetala,,
31319,Swartzia,laxiflora,,
31320,Swartzia,laxiflora,,
31321,Swartzia,laurifolia,,
31322,Swartzia,laevicarpa,,
31323,Swartzia,krukovii,,
31324,Swartzia,ingifolia,,
31325,Swartzia,floribunda,,
31326,Swartzia,cuspidata,,
31327,Swartzia,cuspidata,,
31328,Swartzia,cubensis,,
31329,Swartzia,cardiosperma,,
31330,Swartzia,brachyrachis,,
31331,Swartzia,arborescens,,
31332,Swartzia,arborescens,,
31333,Swartzia,amplifolia,,
31334,Bocoa,alterna,,
31335,Sweetia,panamensis,,
31336,Sweetia,panamensis,,
31337,Sweetia,panamensis,,
31338,Ficus,tapajozensis,,
31339,Sweetia,panamensis,,
31340,Sweetia,panamensis,,
31341,Sweetia,panamensis,,
31342,Panopsis,sprucei,,
31343,Sweetia,panamensis,,
31344,Sweetia,panamensis,,
31345,Sweetia,nitens,,
31346,Sweetia,nitens,,
31347,Sweetia,nitens,,
31348,Sweetia,nitens,,
31349,Stryphnodendron,sp.,,
31350,Stryphnodendron,polyphyllum,,
31351,Stryphnodendron,paniculatum,,
31352,Stryphnodendron,microstachyum,,
31353,Stryphnodendron,microstachyum,,
31354,Sophora,tomentosa,,
31355,Sophora,tomentosa,,
31356,Sophora,tetraptera,,
31357,Sophora,secundiflora,,
31358,Sophora,platycarpa,,
31359,Sophora,chrysophylla,,
31360,Sophora,chrysophylla,,
31361,Sophora,chrysophylla,,
31362,Sindora,echinocalyx,,
31363,Sindora,coriacea,,
31364,Sindora,sp.,,
31365,Sindora,wallichii,,
31366,Sindora,supa,,
31367,Sindora,velutina,,
31368,Sindora,supa,,
31369,Sindora,intermedia,,
31370,Sindora,intermedia,,
31371,Sindora,intermedia,,
31372,Sindora,supa,,
31373,Sindora,supa,,
31374,Sesbania,grandiflora,,
31375,Sclerolobium,melinonii,,
31376,Sclerolobium,paniculatum,,
31377,Sclerolobium,chrysophyllum,,
31378,Sclerolobium,guinensis,,
31379,Sclerolobium,albiflorum,,
31380,Schizolobium,parahybum,,
31381,Schizolobium,parahybum,,
31382,Schotia,latifolia,,
31383,Sanchezia,ruarifloria,,
31384,Cytisus,scoparius,,
31385,Schnella,splendens,,
31386,Bauhinia,quianensis,,
31387,Schnella,mutisii,,
31388,Saraca,indica,,
31389,Samanea,saman,,
31390,Samanea,saman,,
31391,Samanea,saman,,
31392,Abarema,sp.,,
31393,Solanum,quitoense,,
31394,Robinia,pseudoacacia,,
31395,Robinia,pseudoacacia,,
31396,Robinia,pseudoacacia,,
31397,Robinia,neo-mexicana,,
31398,Pterogyne,nitens,,
31399,Robinia,ferruginea,,
31400,Pterogyne,nitens,,
31401,Pterocarpus,rohrii,,
31402,Pterocarpus,santalinoides,,
31403,Pterocarpus,acapulcensis,,
31404,Pterocarpus,acapulcensis,,
31405,Paramachaerium,ormodioides,,
31406,Inga,sp.,,
31407,Pterocarpus,acapulcensis,,
31408,Pterocarpus,officinalis,,
31409,Pterocarpus,marsupium,,
31410,Pterocarpus,marsupium,,
31411,Pterocarpus,macrocarpus,,
31412,Pterocarpus,soyauxi,,
31413,Pterocarpus,indicus,,
31414,Pterocarpus,indicus,,
31415,Sclerolobium,paniculatum,,
31416,Pterocarpus,dalbergoides,,
31417,Pterocarpus,indicus,,
31418,Pterocarpus,indicus,,
31419,Pterocarpus,indicus,,
31420,Distemonanthus,benthamianus,,
31421,Pterocarpus,indicus,,
31422,Pterocarpus,dalbergioides,,
31423,Pterocarpus,dalbergioides,,
31424,Pterocarpus,soyauxi,,
31425,Pterocarpus,officinalis,,
31426,Pterocarpus,angolensis,,
31427,Pterocarpus,angolensis,,
31428,Psoralea,tenixflora,,
31429,Pseudosamanea,guachapele,,
31430,Pseudosamanea,guachapele,,
31431,Pseudocassia,spectabilis,,
31432,Pseudocassia,spectabilis,,
31433,Pseudocassia,spectabilis,,
31434,Pseudocassia,spectabilis,,
31435,Prosopis,ruscifolia,,
31436,Prosopis,ruscifolia,,
31437,,,,
31438,Prosopis,pubescens,,
31439,Prosopis,nigra,,
31440,,,,
31441,,,,
31442,Prosopis,kuntzei,,
31443,Prosopis,juliflora,,
31444,Prosopis,juliflora,,
31445,Inga,stipularis,,
31446,Prosopis,alba,,
31447,Prosopis,juliflora,,
31448,Prosopis,juliflora,,
31449,Prosopis,juliflora,,
31450,Prosopis,glandulosa,,
31451,Prosopis,chilensis,,
31452,Prosopis,chilensis,,
31453,Prosopis,chilensis,,
31454,Prosopis,alba,,
31455,Prosopis,chilensis,,
31456,Prioria,copaifera,,
31457,Prioria,copaifera,,
31458,Prioria,copaifera,,
31459,Pongamia,pinnata,,
31460,Pongamia,pinnata,,
31461,Pongamia,pinnata,,
31462,Poeppigia,procera,,
31463,Poeppigia,procera,,
31464,Platypodium,elegans,,
31465,Platymiscium,sp.,,
31466,Platymiscium,ulei,,
31467,Platymiscium,trifoliatum,,
31468,Platymiscium,polystachyum,,
31469,Platymiscium,polystachyum,,
31470,Platymiscium,polystachyum,,
31471,Platymiscium,polystachyum,,
31472,Platymiscium,polystachyum,,
31473,Platymiscium,polystachyum,,
31474,Platymiscium,polystachyum,,
31475,Platymiscium,pinnatum,,
31476,Platymiscium,duckei,,
31477,Plathymenia,reticulata,,
31478,Plathymenia,reticulata,,
31479,Plathymenia,reticulata,,
31480,Plathymenia,reticulata,,
31481,Pithecellobium,sp.,,
31482,Marmaroxylon,racemosum,,
31483,Pithecellobium,oblongum,,
31484,Pithecellobium,microcarpum,,
31485,Zygia,sp.,,
31486,Pithecellobium,jiringa,,
31487,Pithecellobium,dulce,,
31488,Pithecellobium,dulce,,
31489,Pithecellobium,dulce,,
31490,Piscidia,piscipula,,
31491,Piscidia,piscipula,,
31492,Piscidia,piscipula,,
31493,Piscidia,piscipula,,
31494,Piptadeniastrum,africanum,,
31495,Piptadeniastrum,africanum,,
31496,Piptadeniastrum,africanum,,
31497,Piptadenia,tocantina,,
31498,Piptadenia,pervillei,,
31499,Pityrocarpa,flava,,
31500,Pityrocarpa,flava,,
31501,Pityrocarpa,flava,,
31502,Swartzia,sp.,,
31503,Pictetia,aculeata,,
31504,Haplormosia,monophylla,,
31505,,,,
31506,Pentaclethra,macrophylla,,
31507,Pentaclethra,macrophylla,,
31508,Pentaclethra,macroloba,,
31509,Pentaclethra,filamentosa,,
31510,Peltophorum,vogelianum,,
31511,Peltophorum,vogelianum,,
31512,Peltophorum,vogelianum,,
31513,Peltophorum,vogelianum,,
31514,Peltophorum,inerme,,
31515,,,,
31516,Peltophorum,ferrugineum,,
31517,Peltogyne,paniculata,,
31518,Peltogyne,excelsa,,
31519,Peltogyne,venosa,,
31520,Peltogyne,rigida,,
31521,Peltogyne,purpurea,,
31522,Peltogyne,sp.,,
31523,Peltogyne,pubescens,,
31524,Peltogyne,paniculata,,
31525,Peltogyne,paniculata,,
31526,Peltogyne,densiflora,,
31527,Peltogyne,densiflora,,
31528,Parkia,velutina,,
31529,Parkia,streptocarpa,,
31530,Parkia,roxburghii,,
31531,Parkia,pendula,,
31532,Parkia,nitida,,
31533,Parkia,multijuga,,
31534,Parkia,multijuga,,
31535,Parkia,javanica,,
31536,Parkia,igneiflora,,
31537,Parkia,igneiflora,,
31538,Parkia,discolor,,
31539,Parkia,discolor,,
31540,Parkia,discolor,,
31541,Parkia,decussata,,
31542,Parkia,biglandulosa,,
31543,Parkia,bicolor,,
31544,Parkia,bicolor,,
31545,Parkia,bicolor,,
31546,Parkia,auriculata,,
31547,Parkinsonia,aculeata,,
31548,Piptadenia,rigida,,
31549,Piptadenia,rigida,,
31550,Ougeinia,dalbergioides,,
31551,Ougeinia,dalbergioides,,
31552,Ougeinia,dalbergioides,,
31553,Oxystigma,stapfiana,,
31554,Zygia,unifoliolata,,
31555,Hibiscus,moscheutos,,
31556,Ormosia,macrocalyx,,
31557,Ormosia,macrocalyx,,
31558,Ormosia,nobilis,,
31559,Ormosia,stipularis,,
31560,Ormosia,paraensis,,
31561,Ormosia,paraensis,,
31562,Ormosia,watsonii,,
31563,Ormosia,flava,,
31564,Olneya,tesota,,
31565,Ormosia,coarctata,,
31566,Ormosia,coccinea,,
31567,Ormosia,coccinea,,
31568,Ormosia,coccinea,,
31569,Ormosia,coccinea,,
31570,Ormosia,excelsa,,
31571,Ormosia,excelsa,,
31572,Ormosia,larecajana,,
31573,Olneya,tesota,,
31574,Myroxylon,balsamum,,
31575,Myroxylon,balsamum,,
31576,Myrocarpus,frondosus,,
31577,Myrocarpus,fastigiatus,,
31578,Mora,gonggrijpii,,
31579,Mora,excelsa,,
31580,Monopteryx,uauca,,
31581,Mimosa,schomburgkii,,
31582,Mimosa,schrankioides,,
31583,Mimosa,platycarpa,,
31584,Mimosa,pigra,,
31585,Mimosa,pigra,,
31586,Mimosa,bimucronata,,
31587,Mimosa,bimucronata,,
31588,Millettia,laurentii,,
31589,Millettia,lane-poolei,,
31590,Millettia,caffra,,
31591,Mezoneuron,kauaiense,,
31592,Mezoneuron,kauaiense,,
31593,Mezoneuron,kauaiense,,
31594,Marmaroxylon,racemosum,,
31595,Marmaroxylon,racemosum,,
31596,Macrosamanea,simabaefolia,,
31597,Abarema,sp.,,
31598,Abarema,sp.,,
31599,Abarema,sp.,,
31600,Abarema,sp.,,
31601,Abarema,sp.,,
31602,Macrosamanea,aquatica,,
31603,Macrosamanea,amplissma,,
31604,Macrolobium,angustifolium,,
31605,Macrolobium,multijugum,,
31606,Macrolobium,laxifolium,,
31607,Macrolobium,macrophyllum,,
31608,Macrolobium,macrophyllum,,
31609,Macrolobium,gracile,,
31610,Macrolobium,gracile,,
31611,Macrolobium,gracile,,
31612,Macrolobium,multijugum,,
31613,Macrolobium,molle,,
31614,Macrolobium,molle,,
31615,Macrolobium,heudelotii,,
31616,Macrolobium,heudelotii,,
31617,Macrolobium,angustifolium,,
31618,Macrolobium,chevalieri,,
31619,Macrolobium,chevalieri,,
31620,Macrolobium,angustifolium,,
31621,Macrolobium,bifolium,,
31622,Macrolobium,bifolium,,
31623,Macrolobium,angustifolium,,
31624,Macrolobium,acaciaefolium,,
31625,Macrolobium,acaciaefolium,,
31626,Macrolobium,acaciaefolium,,
31627,Machaerium,sp.,,
31628,Machaerium,sp.,,
31629,Dialium,guianense,,
31630,Machaerium,whitfordii,,
31631,Machaerium,robiniifolium,,
31632,Machaerium,robiniifolium,,
31633,Machaerium,villosum,,
31634,Machaerium,scleroxylon,,
31635,Machaerium,moritzianum,,
31636,Machaerium,moritzianum,,
31637,Machaerium,lilacinum,,
31638,Machaerium,latialatum,,
31639,Machaerium,grandifolium,,
31640,Machaerium,caicarense,,
31641,Machaerium,arboreum,,
31642,Machaerium,allamani,,
31643,Machaerium,acutifolium,,
31644,Maackia,amurensis,,
31645,Lysiloma,latisiliqua,,
31646,Lysiloma,latisiliqua,,
